epoch,IoU_ground,IoU_road,IoU_sidewalk,IoU_parking,IoU_rail track,IoU_building,IoU_wall,IoU_fence,IoU_guard rail,IoU_pole,IoU_traffic light,IoU_traffic sign,IoU_vegetation,IoU_terrain,IoU_person,IoU_car,IoU_truck,IoU_bus,IoU_caravan,IoU_trailer,IoU_train,IoU_motorcycle,IoU_bicycle,IoU_garage,IoU_gate,IoU_stop,IoU_smallpole,IoU_lamp,IoU_unknown construction,mIoU,valIoU_ground,valIoU_road,valIoU_sidewalk,valIoU_parking,valIoU_rail track,valIoU_building,valIoU_wall,valIoU_fence,valIoU_guard rail,valIoU_pole,valIoU_traffic light,valIoU_traffic sign,valIoU_vegetation,valIoU_terrain,valIoU_person,valIoU_car,valIoU_truck,valIoU_bus,valIoU_caravan,valIoU_trailer,valIoU_train,valIoU_motorcycle,valIoU_bicycle,valIoU_garage,valIoU_gate,valIoU_stop,valIoU_smallpole,valIoU_lamp,valIoU_unknown construction,mVal_IoU
15,0.08291545,0.60619164,0.4056668,0.041144367,0.1495076,0.33026814,0.005738273,0.108521864,0.0,0.19422527,0.1495076,0.0,0.63749784,0.3335856,0.0,0.64265966,0.0,0.1495076,0.1495076,0.0,0.1495076,0.0,0.0,0.050260145,0.0,0.0,0.0,0.0,0.1495076,14.950761198997498,0.02928569194744802,0.7446915338538396,0.4362832005140992,0.10102891496848389,0.0,0.6205365578526896,0.053577815828564294,0.10341397374127771,0.0,0.22201628621584016,0.0,0.0,0.716776988469253,0.3951282043694966,0.0,0.716714547834482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17601569377158813,0.0012304861190572793,0.0,0.0,0.0,0.0,14.885172053400412
16,0.017298624,0.78184396,0.48929438,0.11266255,0.20211673,0.70074,0.17187773,0.08533868,0.0,0.127215,0.20211673,0.0,0.7494132,0.40328795,0.0,0.80761576,0.0,0.20211673,0.20211673,0.0,0.20211673,0.0,0.0,0.20209712,0.0,0.20211673,0.0,0.0,0.0,20.21167427301407,0.021115520047951048,0.7601559925617271,0.44809875865536547,0.1044996128693323,0.0,0.6488750334731014,0.08391842681941528,0.1072342156814538,0.0,0.21262314081450218,0.0,0.0,0.7287730698065773,0.3999288356937929,0.0,0.7377675139180935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18449164279020783,0.0012243226254356324,0.0,0.0,0.0,0.0,15.305883054334332
17,0.001039668,0.7907957,0.4787246,0.19828497,0.19860631,0.74695164,0.039050147,0.0829849,0.0,0.1016104,0.19860631,0.0,0.73076594,0.38754386,0.0,0.768406,0.0,0.19860631,0.19860631,0.0,0.19860631,0.0,0.0,0.24178748,0.0,0.19860631,0.0,0.0,0.0,19.860632717609406,0.01878181467957332,0.769209701374955,0.4563350162883429,0.11621351519855368,0.0,0.6633159105095497,0.07822390162245961,0.09844307043957004,0.0,0.20651504324407227,0.0,0.0,0.7286145784521425,0.40056487519492207,0.0,0.7391703036847926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20311966721050315,0.0,0.0,0.0,0.0,0.0,15.443128958273919
18,0.0027764386,0.7829559,0.4444078,0.12292693,0.21200605,0.6718517,0.15129396,0.11827526,0.0,0.24141845,0.0,0.0,0.75427824,0.48591065,0.0,0.787382,0.004235886,0.21200605,0.21200605,0.0,0.21200605,0.0,0.0,0.3084259,0.0,0.21200605,0.0,0.0,0.21200605,21.20060622692108,0.014896686732526155,0.7804088962091852,0.4628898490174043,0.12445088482240198,0.0,0.6698527416155385,0.0910341469307691,0.10401380962324303,0.0,0.21863268068256145,0.0,0.0,0.7343959274783941,0.41157780071763206,0.0,0.7446529191372674,0.001300529521452247,0.0,0.0,0.0,0.0,0.0,0.0,0.22026508124272431,0.0,0.0,0.0,0.0,0.0,15.787489495624483
19,0.004922764,0.79589885,0.5217941,0.08445899,0.0,0.7764489,0.060014796,0.11181532,0.0,0.36589804,0.0,0.0,0.767756,0.42259163,0.0,0.74012375,0.019754658,0.19295736,0.19295736,0.0,0.19295736,0.0,0.0,0.15245621,0.0,0.19295736,0.0,0.0,0.0,19.295737147331238,0.013267786048618405,0.7842595537541365,0.47175980160605985,0.12198964498898195,0.0,0.6838081223116894,0.08760697263694038,0.10249369380868079,0.0,0.24135632809345053,0.0,0.0,0.7387936240141533,0.41359896121387524,0.0,0.744126920435102,0.0028516629075632295,0.0,0.0,0.0,0.0,0.0,0.0,0.211112472027881,0.0,0.0,0.0,0.0,0.0,15.920777737403904
20,0.026643947,0.7780084,0.47468492,0.11418435,0.21303974,0.68673176,0.07152528,0.14289041,0.0,0.31217527,0.21303974,0.0,0.7530851,0.41482732,0.0,0.78349847,0.0,0.21303974,0.21303974,0.0,0.21303974,0.0,0.0,0.34002507,0.0016343353,0.21303974,0.0,0.0,0.0,21.303975582122803,0.01288109126831157,0.781725692736219,0.4750464407012536,0.1156449711711899,0.0,0.6781960936338646,0.084011497942751,0.10658101777115955,0.0,0.2655173371423552,0.0,0.0,0.7400942537944502,0.40867033848475637,0.0,0.7472368682177625,0.002851197840504861,0.0,0.0,0.0,0.0,0.0,0.0,0.239943801065852,0.0003462677435656947,0.0,0.0,0.0,0.0,16.064644377634473
21,0.043295514,0.8003127,0.46211913,0.13904157,0.19468835,0.6844571,0.026655298,0.09955221,0.0,0.2598832,0.0,0.0,0.7411784,0.47892576,0.0,0.6977711,0.0031692719,0.19468835,0.19468835,0.0,0.19468835,0.0,0.0,0.23615927,0.0,0.19468835,0.0,0.0,0.0,19.46883499622345,0.01778921034494489,0.7864702913527012,0.4818161390660118,0.11680400013078533,0.0,0.6739797551420569,0.0778836353065522,0.1060174991041657,0.0,0.26291433795380303,0.0,0.0,0.7400492241492923,0.42802081642498613,0.0,0.735656762222811,0.0007446119821383572,0.0,0.0,0.0,0.0,0.0,0.0,0.24967989029084078,0.00034450472690001856,0.0,0.0,0.0,0.0,16.131623028268933
22,0.00097021443,0.75742984,0.44510743,0.12620942,0.19765402,0.69355494,0.14529982,0.11232464,0.0,0.39581716,0.0,0.0,0.78416693,0.47800675,0.0,0.7577359,0.0,0.0,0.19765402,0.0,0.19765402,0.0,0.0,0.24472795,0.0,0.19765402,0.0,0.0,0.0,19.765405356884003,0.013923269318379216,0.7827248103992652,0.4818278455413973,0.12491492466654538,0.0,0.6762318736969226,0.09279180640333316,0.10925478656532679,0.0,0.2825564574571887,0.0,0.0,0.7474361594269017,0.4429113017123753,0.0,0.7434601701161666,0.0007429750049880708,0.0,0.0,0.0,0.0,0.0,0.0,0.24384102270615637,6.31009046565037e-05,0.0,0.0,0.0,0.0,16.354070703171043
23,0.038164657,0.804449,0.4910451,0.15051508,0.0,0.7323728,0.15578899,0.14259164,0.0,0.36504734,0.0,0.0,0.7596684,0.45817772,0.0,0.7197089,0.0,0.20490499,0.20490499,0.0,0.20490499,0.0,0.0,0.30509508,0.0,0.0,0.0,0.0,0.20490499,20.490500330924988,0.020239685405841472,0.7875263168791554,0.4895700161259322,0.1290550341359733,0.0,0.6827307489454816,0.10508186771749795,0.11922388989022381,0.0,0.2964325339497031,0.0,0.0,0.7502874581099457,0.44515293790198185,0.0,0.7464800433096482,2.2178358357852863e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.2445508102814173,6.2788171545525e-05,0.0,0.0,0.0,0.0,16.60833210063002
24,9.6853815e-05,0.7872102,0.46750197,0.077895224,0.18491945,0.6167664,0.08498268,0.025346622,0.0,0.2109792,0.0,0.0,0.7057996,0.46517906,0.0,0.75032574,0.0,0.18491945,0.18491945,0.0,0.18491945,0.0,0.0,0.2459834,0.0,0.18491945,0.0,0.0,0.0,18.491946160793304,0.014749031965391403,0.7928245600897699,0.49026266910892097,0.1268069943518294,0.0,0.6775928977875382,0.1033243538575528,0.11136097922380697,0.0,0.27490459389318445,0.0,0.0,0.745933987844159,0.45101220240787215,0.0,0.7415841254031241,2.2154957310105277e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.24544333467432686,6.274116133876517e-05,0.0,0.0,0.0,0.0,16.46856767836595
25,0.07055094,0.82232046,0.51344955,0.19230488,0.0,0.6854383,0.025751209,0.16866899,0.0,0.31556344,0.2069867,0.0,0.7408752,0.46875,0.2069867,0.7945256,0.0,0.2069867,0.0,0.0,0.2069867,0.0,0.0,0.16948253,0.0,0.2069867,0.0,0.0,0.0,20.69867253303528,0.022787407470556444,0.8009694733320465,0.49329634069398853,0.1390514383170279,0.0,0.6774915489503095,0.09216708463117843,0.1136317250895217,0.0,0.28045585771738346,0.0,0.0,0.7449077372023929,0.455674978301335,0.0,0.7495168050285593,2.2146677444655048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.2433750461171435,6.273407652289536e-05,0.0,0.0,0.0,0.0,16.59796663312211
26,0.011379485,0.78805625,0.45369014,0.120833196,0.2069266,0.69743687,0.057096563,0.17185934,0.0,0.3023897,0.0,0.0,0.7515028,0.51296526,0.0,0.76917166,0.1320989,0.2069266,0.0,0.0,0.2069266,0.2069266,0.0,0.19775818,0.0,0.2069266,0.0,0.0,0.0,20.69266140460968,0.021118895676347206,0.8036487221287248,0.4955808769372834,0.14095767741322582,0.0,0.6846070133112064,0.0933824871544923,0.11627548573031198,0.0,0.2920829503111783,0.0,0.0,0.746773761028433,0.46590503858210147,0.0,0.7496064752131606,0.03779395142381994,0.0,0.0,0.0,0.0,0.0,0.0,0.23495358203337563,6.271191400929242e-05,0.0,0.0,0.0,0.0,16.8370676857161
27,0.010123979,0.7980064,0.51623267,0.21109326,0.2353479,0.72578144,0.120440334,0.1944694,0.0,0.35667026,0.0,0.0,0.7694239,0.5707569,0.2353479,0.80274457,0.0044225566,0.2353479,0.2353479,0.0,0.2353479,0.0,0.0,0.23196757,0.10086848,0.2353479,0.0,0.0,0.0,23.53478968143463,0.020042877075813103,0.8027804485842783,0.5008648436368807,0.1510002903567837,0.0,0.6859176394985816,0.09417266768688166,0.12606882228853647,0.0,0.30031878294267267,0.0,0.0,0.7484113215648538,0.47159905031877175,0.0,0.7569502756104807,0.038597637473093936,0.0,0.0,0.0,0.0,0.0,0.0,0.22043914241367665,0.02398909454970753,0.0,0.0,0.0,0.0,17.038458255175907
28,0.008400998,0.787995,0.48582083,0.16732395,0.20438762,0.77727747,0.024706438,0.123739205,0.0,0.34341118,0.0,0.0,0.7699966,0.4473366,0.0,0.7946166,0.0,0.20438762,0.0,0.0,0.20438762,0.0,0.0,0.3324836,0.046582177,0.20438762,0.0,0.0,0.0,20.43876349925995,0.02006711051478587,0.8044311160753302,0.5033495452369937,0.15083273378484816,0.0,0.6971313088958323,0.07978369602314485,0.12747783654643727,0.0,0.3056619521835285,0.0,0.0,0.7534525873339172,0.4687590041748323,0.0,0.7606601523863252,0.03861629519757586,0.0,0.0,0.0,0.0,0.0,0.0,0.2276301856508168,0.030315102344500744,0.0,0.0,0.0,0.0,17.131615952927135
29,0.0034939467,0.8273915,0.5014138,0.22057603,0.21917982,0.79319894,0.17380996,0.16082178,0.0,0.36264002,0.0,0.0,0.7855153,0.47877088,0.0,0.77311397,0.066696085,0.21917982,0.0,0.0,0.21917982,0.0,0.0,0.32914862,0.0029048647,0.21917982,0.0,0.0,0.0,21.917982399463654,0.015238999586473982,0.8112046118422166,0.507779743627682,0.15040016095075895,0.0,0.7037297542637087,0.09593185597285549,0.1334756838869126,0.0,0.32255231177132065,0.0,0.0,0.7557206967041716,0.47203676636980735,0.0,0.7654046346161377,0.02821814180585044,0.0,0.0,0.0,0.0,0.0,0.0,0.22719499128574153,0.02759252782763596,0.0,0.0,0.0,0.0,17.298209932797494
30,0.025655903,0.70505005,0.43901622,0.10340229,0.0,0.6958134,0.101348996,0.11258824,0.0,0.27368343,0.0,0.010917186,0.7844106,0.36722654,0.0,0.7864014,0.0,0.18750365,0.18750365,0.0,0.18750365,0.0,0.18750365,0.27200082,0.010076653,0.0,0.0,0.0,0.0,18.75036656856537,0.017775071911335427,0.7920333843697497,0.49877301227422954,0.13685473275379864,0.0,0.6989191279893139,0.09793997654891924,0.13420813770181367,0.0,0.31253918762022254,0.0,0.0022923127842125563,0.7582102518093349,0.44463178947565807,0.0,0.7689131280207133,0.02825373829065089,0.0,0.0,0.0,0.0,0.0,0.0,0.22107258730285978,0.02870733656470002,0.0,0.0,0.0,0.0,17.038357846267285
31,0.010661933,0.82143193,0.49344793,0.1615823,0.24022543,0.77261245,0.10283177,0.08904986,0.0,0.36822978,0.24022543,0.0,0.7790745,0.4960875,0.0,0.80575013,0.10743226,0.24022543,0.24022543,0.0,0.24022543,0.24022543,0.0,0.276105,0.00066272053,0.24022543,0.0,0.0,0.0,24.022546410560608,0.016665459328987386,0.7966130280059578,0.5007898661856163,0.14160961217684204,0.0,0.6982544502641646,0.10011068700429597,0.12806908930347843,0.0,0.3285316329957914,0.0,0.002287517737409019,0.7596438416376742,0.45862333445488446,0.0,0.7689643005765237,0.06701646186057807,0.0,0.0,0.0,0.0,0.0,0.0,0.23079434597430282,0.023978555338711956,0.0,0.0,0.0,0.0,17.317076492569715
32,0.05324487,0.72371054,0.46904716,0.14147076,0.21505132,0.7564026,0.24029082,0.1760656,0.0,0.36483645,0.0,0.0,0.782818,0.42551076,0.0,0.8133785,0.0130979745,0.21505132,0.21505132,0.0,0.21505132,0.0,0.0,0.201358,0.0,0.21505132,0.0,0.0,0.0,21.50513380765915,0.02233900228043715,0.779072959617049,0.49589396151827936,0.13628828055811654,0.0,0.7041686246177526,0.11520468201798348,0.13310465435537636,0.0,0.3255973936986658,0.0,0.0022777378530520745,0.7614893789039702,0.44943486970888125,0.0,0.7739046368472369,0.06987807550640657,0.0,0.0,0.0,0.0,0.0,0.0,0.23495024618801255,0.02328343496812938,0.0,0.0,0.0,0.0,17.334096340135684
33,0.015136974,0.83523864,0.5194805,0.2581473,0.0,0.7362646,0.04671604,0.15074366,0.0,0.35968506,0.2258052,0.0,0.76910377,0.5116688,0.0,0.82413214,0.27576697,0.0,0.2258052,0.0,0.2258052,0.0,0.0,0.34304568,0.0,0.2258052,0.0,0.0,0.0,22.580522298812866,0.01902782752100355,0.7911025420575192,0.49626139894551585,0.14840099898798031,0.0,0.7097052218841513,0.10284410383747523,0.13739371181831056,0.0,0.33524777551063706,0.0,0.0022820462754773742,0.7631445714829759,0.4597298748680692,0.0,0.7809656391654758,0.11804280077996264,0.0,0.0,0.0,0.0,0.0,0.0,0.24354830343030873,0.023021123244820203,0.0,0.0,0.0,0.0,17.69213082692994
34,0.059020948,0.775575,0.50078636,0.17041615,0.22592826,0.7429991,0.07941174,0.1585108,0.0,0.33162606,0.0,0.0,0.7746638,0.50493187,0.0,0.77505046,0.008313853,0.22592826,0.22592826,0.0,0.22592826,0.0,0.0,0.31403202,0.0010117168,0.22592826,0.0,0.0,0.22592826,22.592827677726746,0.025673660591577566,0.7910239001406738,0.4971872857718177,0.14779467653040862,0.0,0.7162509460449104,0.0970165048074197,0.14272706737996393,0.0,0.3273210958848384,0.0,0.002276628641665024,0.7666412530801472,0.47100422460462127,0.0,0.7848898624477587,0.11106902487010537,0.0,0.0,0.0,0.0,0.0,0.0,0.2515780168387736,0.023011702792868256,0.0,0.0,0.0,0.0,17.77746844975017
35,0.057063937,0.7772812,0.48789382,0.17828009,0.19533734,0.6878953,0.02254977,0.19106933,0.0,0.29999274,0.0,0.0,0.75609475,0.40711328,0.0,0.7874779,0.0,0.19533734,0.19533734,0.0,0.19533734,0.0,0.0,0.22838159,0.0023396732,0.0,0.0,0.0,0.0,19.533734023571014,0.033053663042280176,0.7867763339569637,0.4943637380225968,0.1498121279274817,0.0,0.7159193380392956,0.08541518380537674,0.14772234862055567,0.0,0.32550753214109,0.0,0.002277404976163031,0.7661891461570542,0.4593370523072627,0.0,0.7838209990885917,0.09753394876856389,0.0,0.0,0.0,0.0,0.0,0.0,0.24359554305498968,0.023024362467924057,0.0,0.0,0.0,0.0,17.63568524957307
