epoch,IoU_ground,IoU_road,IoU_sidewalk,IoU_parking,IoU_rail track,IoU_building,IoU_wall,IoU_fence,IoU_guard rail,IoU_pole,IoU_traffic light,IoU_traffic sign,IoU_vegetation,IoU_terrain,IoU_person,IoU_car,IoU_truck,IoU_bus,IoU_caravan,IoU_trailer,IoU_train,IoU_motorcycle,IoU_bicycle,IoU_garage,IoU_gate,IoU_stop,IoU_smallpole,IoU_lamp,IoU_unknown construction,mIoU,valIoU_ground,valIoU_road,valIoU_sidewalk,valIoU_parking,valIoU_rail track,valIoU_building,valIoU_wall,valIoU_fence,valIoU_guard rail,valIoU_pole,valIoU_traffic light,valIoU_traffic sign,valIoU_vegetation,valIoU_terrain,valIoU_person,valIoU_car,valIoU_truck,valIoU_bus,valIoU_caravan,valIoU_trailer,valIoU_train,valIoU_motorcycle,valIoU_bicycle,valIoU_garage,valIoU_gate,valIoU_stop,valIoU_smallpole,valIoU_lamp,valIoU_unknown construction,mVal_IoU
107,0.08800864,0.81821936,0.5701041,0.18227921,0.261411,0.75196975,0.24878253,0.19895907,0.0,0.40216094,0.0,0.010738578,0.7883174,0.5214122,0.0,0.77035856,0.6119662,0.0,0.261411,0.0,0.261411,0.0,0.0,0.25410149,0.056486864,0.261411,0.0,0.0,0.261411,26.141104102134705,0.11179654134194035,0.8410509046070507,0.5803910512816763,0.20978475699423518,0.0,0.7753473981484377,0.1910079072281102,0.18800432722290553,0.0,0.41401042847316466,0.0,0.052835827810888795,0.7968569405367032,0.5433354955591232,0.0,0.830037879335833,0.38703704532850236,0.0,0.0,0.0,0.0,0.0,0.0,0.2895777477915204,0.10754574845982054,0.0,0.0,0.0014846807935625735,0.0,21.793464416943014
108,0.10091475,0.8331777,0.5708151,0.20061706,0.25248307,0.7654248,0.09936477,0.22464408,0.0,0.4563912,0.0,0.0,0.79527736,0.4754466,0.0,0.8362212,0.3536172,0.25248307,0.25248307,0.0,0.25248307,0.0,0.0,0.31210443,0.035577666,0.25248307,0.0,0.0,0.0,25.24830996990204,0.11356436521154548,0.8444008339495557,0.5817944198085451,0.2121178001488113,0.0,0.7751491757065818,0.1741227876117453,0.1956353450514497,0.0,0.42180464895726477,0.0,0.0306453810515187,0.7968250200188579,0.5392758698057131,0.0,0.8314103809900366,0.3727899297467527,0.0,0.0,0.0,0.0,0.0,0.0,0.2982138145226759,0.10736088416827917,0.0,0.0,0.00031493228954357615,0.0,21.708364100134055
109,0.1127207,0.81544995,0.5411919,0.1946683,0.24978545,0.8176526,0.24579047,0.19035456,0.0,0.39925233,0.0,0.0,0.8218831,0.55260307,0.0,0.8509083,0.21439956,0.24978545,0.0,0.0,0.24978545,0.0,0.0,0.4269794,0.06078254,0.24978545,0.0,0.0,0.0,24.978545308113098,0.11691018198572259,0.8447158432810346,0.579937184379324,0.20751146475107105,0.0,0.7787935364526892,0.18271138940451787,0.20064554299743856,0.0,0.4205836627236141,0.0,0.028147996263320485,0.8007201168233349,0.5428377971372863,0.0,0.8299554307237228,0.3090631204808571,0.0,0.0,0.0,0.0,0.0,0.0,0.30799043637127216,0.1057014588646562,0.0,0.0,0.00031493228954357615,0.0,21.574276189411744
110,0.10387189,0.7940577,0.51920897,0.14074957,0.26712546,0.8123037,0.23881182,0.1822521,0.0,0.39727405,0.0,0.036739696,0.81820536,0.5041531,0.0,0.8593496,0.4560647,0.26712546,0.26712546,0.0,0.26712546,0.0,0.0,0.43589678,0.11207249,0.26712546,0.0,0.0,0.0,26.71254873275757,0.11260501623683149,0.8397270589671415,0.575091200911277,0.20062827835551492,0.0,0.7816292805070428,0.1954475846310581,0.20027011137694883,0.0,0.42156696193713933,0.0,0.03280700659434556,0.8047144960700603,0.5342757951856504,0.0,0.8397719028615441,0.3347161703037396,0.0,0.0,0.0,0.0,0.0,0.0,0.3272374860170286,0.10711955386549221,0.0,0.0,0.00031493228954357615,0.0,21.75145805555296
111,0.07857567,0.82321703,0.58508617,0.17725773,0.26452696,0.72795105,0.15565814,0.22501141,0.0,0.40527165,0.26452696,0.05524145,0.780192,0.5542229,0.0,0.84810513,0.6199802,0.26452696,0.26452696,0.0,0.26452696,0.0,0.0,0.28732392,0.025553277,0.0,0.0,0.0,0.0,26.452696323394775,0.11105592054743672,0.8387220352970687,0.5728481967622614,0.20321484984158303,0.0,0.7800791315157822,0.18489698540767005,0.19802051284769864,0.0,0.41827372643505595,0.0,0.036901851405060644,0.8029720931644846,0.5325664714616071,0.0,0.8415918037348799,0.34894564702769515,0.0,0.0,0.0,0.0,0.0,0.0,0.32618167944112647,0.10117961232082291,0.0,0.0,0.00031493228954357615,0.0,21.71643258448199
112,0.08408635,0.8426307,0.596287,0.2165156,0.26368335,0.7863052,0.13909625,0.15106918,0.0,0.34417194,0.26368335,0.007865169,0.79602206,0.61016375,0.26368335,0.8613865,0.33329746,0.26368335,0.0,0.0,0.26368335,0.0,0.0,0.25010645,0.045713402,0.26368335,0.0,0.0,0.0,26.368334889411926,0.1091644621962103,0.8403524298869501,0.5715052114082005,0.2046226992840873,0.0,0.7801000053264225,0.1819527378375581,0.18707534540102097,0.0,0.40476397178403484,0.0,0.033647547160670546,0.8017293982484759,0.5382178490437767,0.0,0.8397804208717643,0.3473406128910987,0.0,0.0,0.0,0.0,0.0,0.0,0.31283396163516636,0.08905043848860411,0.0,0.0,0.00031493228954357615,0.0,21.52569663363305
113,0.063247934,0.8360991,0.562118,0.11994466,0.23274395,0.7986988,0.1001028,0.2168578,0.0,0.31681705,0.0,0.1156018,0.8034223,0.5724024,0.0,0.87797356,0.012956342,0.23274395,0.23274395,0.0,0.23274395,0.0,0.0,0.18507269,0.0045397873,0.23274395,0.0,0.0,0.0,23.274394869804382,0.10367728012751234,0.8435885194347437,0.5739246216102462,0.20335633737354597,0.0,0.7843191736050044,0.16565393149363108,0.1927612274639714,0.0,0.39714020243771525,0.0,0.054785661492345886,0.8021952132076523,0.5406660293376675,0.0,0.8467119915238462,0.3322346940569081,0.0,0.0,0.0,0.0,0.0,0.0,0.31201727134708596,0.08599989269876374,0.0,0.0,0.00031493228954357615,0.0,21.514989584483395
114,0.10435905,0.80542165,0.557932,0.17334826,0.0,0.71866477,0.10983379,0.19886518,0.0013595842,0.3795575,0.25807238,0.14880617,0.76510596,0.4925094,0.0,0.8565144,0.63349575,0.0,0.25807238,0.0,0.25807238,0.0,0.0,0.1701175,0.07784585,0.25807238,0.0,0.0,0.25807238,25.80723762512207,0.1066171720377542,0.8408253300173346,0.5749141917995627,0.20399058316249702,0.0,0.7753657766602515,0.15091123001712614,0.1988454263560273,0.00029754273245756376,0.40337638806654214,0.0,0.05285983802626473,0.7977272968093555,0.5376440606818256,0.0,0.8490799807011312,0.33528762708674065,0.0,0.0,0.0,0.0,0.0,0.0,0.3001995829656337,0.08483930022848758,0.0,0.0,0.00031493228954357615,0.0,21.424469860822537
115,0.11877679,0.83087254,0.57786435,0.14732233,0.2626847,0.80635905,0.12871529,0.18874669,0.0,0.38437045,0.2626847,0.023133319,0.7978063,0.6157795,0.0,0.860832,0.24602214,0.2626847,0.2626847,0.0,0.2626847,0.0,0.0,0.2499131,0.06523462,0.2626847,0.0,0.0,0.0,26.268473267555237,0.10668344108656616,0.838311033870384,0.5759099238615604,0.20074787332360355,0.0,0.7799717180129221,0.1581848406651068,0.19745040283147847,0.0002977321524090943,0.3991538739802465,0.0,0.0459605397406083,0.7997033039780995,0.5488442728328145,0.0,0.8466890616186733,0.33364755182891864,0.0,0.0,0.0,0.0,0.0,0.0,0.29457880128653574,0.08065067777335981,0.0,0.0,0.00031493228954357615,0.0,21.40379303838907
116,0.06835494,0.85261047,0.5558605,0.23721467,0.22484714,0.78861374,0.2125954,0.16495317,0.0,0.36102661,0.0,0.029033067,0.80488616,0.58005553,0.0,0.83434534,0.0,0.0,0.0,0.0,0.22484714,0.0,0.0,0.300892,0.055584647,0.22484714,0.0,0.0,0.0,22.484716773033142,0.10347613235352039,0.8418569092977393,0.5699043064560537,0.21441518233409057,0.0,0.777541583866015,0.1701428243281416,0.1985753332350517,0.0002977321524090943,0.39093531890777256,0.0,0.040989066519191146,0.7996598723446985,0.5485137722284781,0.0,0.8455638214799835,0.32219443479871707,0.0,0.0,0.0,0.0,0.0,0.0,0.3046062234881698,0.08293134940744785,0.0,0.0,0.00031493228954357615,0.0,21.420409639610426
117,0.13541408,0.87287873,0.5814994,0.22059286,0.27272487,0.757534,0.22098146,0.1811732,0.0,0.39106926,0.27272487,0.049772914,0.8249834,0.6147374,0.0,0.83878225,0.5027846,0.27272487,0.27272487,0.0,0.27272487,0.0,0.0,0.21683341,0.1363608,0.0,0.0,0.0,0.0,27.27248966693878,0.10586656167804229,0.844803405352324,0.5767563482778075,0.21549263520334055,0.0,0.7771858111027272,0.17571264578733914,0.19455566175198788,0.0002977321524090943,0.3914606843844386,0.0,0.04906319284041467,0.8006546983493568,0.5493925871259876,0.0,0.8411974644521131,0.3043253382458809,0.0,0.0,0.0,0.0,0.0,0.0,0.3065962230892269,0.08325041903594287,0.0,0.0,0.0,0.0,21.436591064928756
118,0.11770038,0.85645664,0.5843343,0.19491076,0.26026812,0.75658286,0.20343973,0.15499395,0.0,0.3866708,0.26026812,0.1475404,0.79358196,0.5687943,0.0,0.834512,0.39597523,0.26026812,0.0,0.0,0.26026812,0.0,0.0,0.12355252,0.12738921,0.26026812,0.0,0.0,0.0,26.026815176010132,0.10814179247109401,0.842581102142087,0.5779554230122069,0.22047388992161385,0.0,0.7783667216534924,0.1899636227708053,0.19650066518582554,0.0002977321524090943,0.39705915813311415,0.0,0.06890012642145846,0.8001916705261451,0.5442059193199315,0.0,0.8424510212937181,0.30393288382164463,0.0,0.0,0.0,0.0,0.0,0.0,0.29283981095972716,0.09684208926626285,0.0,0.0,0.0,0.0,21.588633203625985
119,0.07972896,0.8547825,0.5611738,0.29604077,0.26343608,0.7561792,0.090208754,0.2219987,0.0,0.30830568,0.26343608,0.010198053,0.7791821,0.5150655,0.0,0.8583306,0.59759444,0.0,0.26343608,0.0,0.26343608,0.0,0.0,0.28364548,0.110031575,0.26343608,0.0,0.0,0.0,26.343607902526855,0.10681752073255144,0.8486391578815475,0.5744704861419878,0.2292584129644652,0.0,0.7764981006861003,0.17771308236676284,0.19447776289282254,0.0002977321524090943,0.3849523706695807,0.0,0.06162943798870863,0.799950430840087,0.5464057084472773,0.0,0.8479363499137226,0.32955419695742827,0.0,0.0,0.0,0.0,0.0,0.0,0.29631016885768696,0.08960903072222391,0.0,0.0,0.0,0.0,21.601792931777112
120,0.1263688,0.82989407,0.56319624,0.16126268,0.24833636,0.8345725,0.09166051,0.18015891,0.0,0.35552874,0.24833636,0.056692664,0.75993705,0.34492868,0.0,0.7562163,0.26009995,0.24833636,0.24833636,0.0,0.24833636,0.0,0.0,0.2849194,0.10630025,0.24833636,0.0,0.0,0.0,24.833637475967407,0.10873102148570196,0.8491615883167146,0.5762479443320705,0.22182113114002477,0.0,0.7768410640801081,0.17560354252614058,0.1954174791900267,0.0002977321524090943,0.38370382085447846,0.0,0.07522555054882754,0.793281607329687,0.5198530799339862,0.0,0.8314622011010924,0.29632902646714687,0.0,0.0,0.0,0.0,0.0,0.0,0.2931724137483418,0.09578664352851092,0.0,0.0,0.0,0.0,21.35495119563885
121,0.12557432,0.8403197,0.6166942,0.1932433,0.23017003,0.74215597,0.05174423,0.10961463,0.0,0.49231517,0.0,0.066311136,0.75794053,0.5454639,0.0,0.8389623,0.13409033,0.23017003,0.0,0.0,0.23017003,0.0,0.0,0.19950286,0.040318634,0.23017003,0.0,0.0,0.0,23.017005622386932,0.10826897419440445,0.8479816397517258,0.58101168658468,0.22403457377749436,0.0,0.7756723790351495,0.16217208280903245,0.18451775232645962,0.0002977408008978271,0.3935724372277163,0.0,0.06852771501567217,0.7910433715617999,0.5206195363851283,0.0,0.8300976485003305,0.3064040198135486,0.0,0.0,0.0,0.0,0.0,0.0,0.29757029068635754,0.09219357719007333,0.0,0.0,0.0,0.0,21.32408767469128
122,0.07472225,0.82585907,0.56551653,0.21104576,0.0,0.760326,0.17732556,0.17689711,0.0,0.42042112,0.23139113,0.12952545,0.8117407,0.59583664,0.0,0.82580024,0.22291322,0.0,0.0,0.020483278,0.23139113,0.0,0.0,0.064170316,0.12834835,0.23139113,0.0,0.0052374303,0.0,23.139111697673798,0.10472664722502471,0.8425775898363561,0.5759901645819074,0.22236129689853984,0.0,0.7747295826656716,0.167315622949456,0.19106585280890312,0.0002977408008978271,0.3949915532136256,0.0,0.08008411762585946,0.7944820426384197,0.5195156247217666,0.0,0.8276817432975814,0.32067407093180506,0.0,0.0,0.0032753829383088,0.0,0.0,0.0,0.2779405585699978,0.09231682866013668,0.0,0.0,0.0006748549061648061,0.0,21.34724577679456
123,0.12956512,0.81258076,0.558908,0.08950035,0.0,0.7641095,0.101119734,0.20215562,0.0,0.40536442,0.0,0.11069039,0.80943763,0.5718125,0.0,0.83877665,0.0,0.22239988,0.22239988,0.008781338,0.0,0.0,0.0,0.33988976,0.039705466,0.22239988,0.0,0.0,0.0,22.239987552165985,0.1127065831316903,0.8374627946254309,0.573515325254492,0.20694820972227812,0.0,0.772052765040508,0.16335918471284153,0.201939442487979,0.0,0.3978737177702615,0.0,0.08494173752547643,0.7945565046809995,0.5204356567710063,0.0,0.8298335583103661,0.31844983482208145,0.0,0.0,0.0017195672422352349,0.0,0.0,0.0,0.2661458671738497,0.07647105963990378,0.0,0.0,0.0006748549061648061,0.0,21.238229875232975
124,0.13432361,0.8413793,0.5989705,0.23116861,0.27029365,0.7961542,0.2540695,0.18172137,0.0,0.42816845,0.0,0.064135574,0.826951,0.5698435,0.0,0.87069345,0.35025957,0.27029365,0.0,0.0,0.27029365,0.0,0.0,0.21100883,0.12819992,0.27029365,0.0,0.0,0.27029365,27.029365301132202,0.1156053324236792,0.8453535136658372,0.5810981452489459,0.21550516670372893,0.0,0.7743225762429738,0.1785730135589167,0.200799099082405,0.0,0.40072003768309167,0.0,0.08889923995309189,0.7970444319471491,0.5225164588513912,0.0,0.8364393163887212,0.352955335650457,0.0,0.0,0.0017195672422352349,0.0,0.0,0.0,0.26196394692219294,0.07744115228152541,0.0,0.0,0.0006748549061648061,0.0,21.557348926732782
125,0.17469075,0.86075956,0.5899416,0.1385792,0.23182191,0.7892779,0.1673371,0.22606552,0.0,0.2843548,0.0,0.0027994222,0.7908593,0.56601644,0.0,0.82389367,0.124797486,0.23182191,0.0,0.0,0.23182191,0.0,0.0,0.11987933,0.13629566,0.23182191,0.0,0.0,0.0,23.18219244480133,0.12013761882885111,0.8496576218368928,0.5858741386254659,0.20619985880801092,0.0,0.776082180539059,0.18893075600614462,0.20448641093710854,0.0,0.38069986396297134,0.0,0.07922495101745997,0.7961782601037365,0.5281450727120566,0.0,0.8315287220217968,0.29283994604803865,0.0,0.0,0.0,0.0,0.0,0.0,0.24696914656867092,0.08526407330955206,0.0,0.0,0.0,0.0,21.2835124873304
126,0.08543042,0.83650225,0.5653607,0.23600776,0.0,0.7678225,0.18872122,0.1584485,0.0,0.40871814,0.0,0.0075450614,0.7989063,0.54408294,0.0,0.8658714,0.56328607,0.24605209,0.24605209,0.0,0.0,0.0,0.0,0.28833938,0.0764819,0.24605209,0.0,0.0058302744,0.0,24.60521012544632,0.1152705013693,0.8498361390770941,0.5847332097364313,0.2185941181400531,0.0,0.7768089063458298,0.1852882204585407,0.19884856267580683,0.0,0.38020815482406173,0.0,0.07082729593515459,0.7965389309969586,0.5367905165231127,0.0,0.8331304929846046,0.3572174011142307,0.0,0.0,0.0,0.0,0.0,0.0,0.24451675584916818,0.07882352941161656,0.0,0.0,0.0,0.0,21.47390598428263
127,0.1058492,0.83994573,0.5885543,0.1052809,0.23755245,0.83271855,0.14155836,0.13502838,0.0,0.39874634,0.0,0.11498951,0.80814886,0.6566701,0.0,0.87185884,0.31924406,0.0,0.23755245,0.0,0.23755245,0.0,0.0,0.09189118,0.16587988,0.0,0.0,0.0,0.0,23.75524640083313,0.10875377445992022,0.8479811271935377,0.5852080269129257,0.20877090353241992,0.0,0.7796489944182521,0.1817358386495899,0.19388819582822817,0.0,0.37881370860857155,0.0,0.06729697135108999,0.7971354756918578,0.5483525871664002,0.0,0.8317421271668792,0.3489528789614863,0.0,0.0,0.0,0.0,0.0,0.0,0.23837256085966796,0.09575170832443927,0.0,0.0,0.0,0.0,21.422085790087124
128,0.117136054,0.85399413,0.5910142,0.2559471,0.28067565,0.7660171,0.19071555,0.1741278,5.7770696e-05,0.39231116,0.0,0.12864149,0.79552794,0.600918,0.28067565,0.8415664,0.53393215,0.28067565,0.0,0.0,0.28067565,0.0,0.0,0.4016774,0.092631616,0.28067565,0.0,0.0,0.0,28.067564964294434,0.10726957505628251,0.8508547220755159,0.589910241291414,0.21395232783749993,0.0,0.7834043916660338,0.18213882623465988,0.18973217829971,1.2100853352149109e-05,0.3721838577622774,0.0,0.08044653640716032,0.7969651156447595,0.551756550726337,0.0,0.835171489948976,0.3923409567108191,0.0,0.0,0.0,0.0,0.0,0.0,0.2537611614441411,0.09782345961131775,0.0,0.0,0.0,0.0,21.7162879019664
129,0.14948262,0.86078095,0.56408453,0.29352605,0.2673045,0.7893826,0.14370666,0.17343195,0.0,0.43574232,0.0,0.07115572,0.8119033,0.570907,0.0,0.8697726,0.2715607,0.2673045,0.0,0.0,0.2673045,0.0,0.0,0.3442423,0.06562947,0.2673045,0.0,0.0,0.2673045,26.730453968048096,0.11614338281325821,0.8527268235745465,0.5924314081365929,0.23167730596537958,0.0,0.784150087997162,0.18033583259461955,0.19575921972725516,1.2100853352149109e-05,0.3789174605985277,0.0,0.07202037351361608,0.7986890479030347,0.555321687542862,0.0,0.8434484980569168,0.4157469400256286,0.0,0.0,0.0,0.0,0.0,0.0,0.2740789484560744,0.10343653681409566,0.0,0.0,0.0,0.0,22.051364326113525
130,0.16426025,0.8436866,0.60002106,0.24044654,0.3046073,0.76235,0.11920403,0.18699281,0.0,0.4519572,0.3046073,0.16795304,0.77964884,0.5131134,0.0,0.8650516,0.5475658,0.3046073,0.3046073,0.0,0.3046073,0.0,0.0,0.3771094,0.08050025,0.3046073,0.0,0.00150015,0.3046073,30.46073317527771,0.12466055253028538,0.8519252982361286,0.590485367819189,0.2235035474935732,0.0,0.7795121379960399,0.17392587100190005,0.19528989890714338,1.2100853352149109e-05,0.3895840990524511,0.0,0.07935242671487519,0.796151399009661,0.552266448806875,0.0,0.8423555588512681,0.38146826495793734,0.0,0.0,0.0,0.0,0.0,0.0,0.2967709873307856,0.09818819512758634,0.0,0.0,0.0002249516353882687,0.0,21.985093470084273
131,0.10735481,0.85681313,0.5730983,0.16680147,0.0,0.79436356,0.11559594,0.08437991,0.0,0.42630792,0.26714647,0.085321546,0.8003988,0.5883754,0.0,0.84937686,0.6415157,0.26714647,0.26714647,0.0,0.26714647,0.0,0.0,0.26267967,0.05913252,0.26714647,0.0,0.0,0.0,26.7146497964859,0.12695033245993192,0.8533744444385207,0.5895092202453736,0.21867598359637372,0.0,0.7816387791155519,0.16344955860895924,0.18760972409683901,1.2097779089685438e-05,0.38604284769687,0.0,0.08023385993192014,0.7964345580529217,0.5557094235943572,0.0,0.8446996888422013,0.4260383168994983,0.0,0.0,0.0,0.0,0.0,0.0,0.29312062889269574,0.09577675257483607,0.0,0.0,0.0002249516353882687,0.0,22.06724540848734
132,0.13483869,0.85278517,0.5725934,0.2698509,0.0,0.796667,0.23646599,0.14694557,0.0,0.3959579,0.0,0.09029565,0.7791461,0.4661869,0.0,0.84212583,0.16111179,0.22094515,0.0,0.0,0.0,0.0,0.0,0.31223053,0.12926282,0.0,0.0,0.0,0.0,22.094514966011047,0.1258100548936416,0.8554877003933805,0.5910504048949607,0.23524826849259317,0.0,0.7814793934287043,0.17572230659907434,0.18446741850301016,1.2097779089685438e-05,0.3923145386238158,0.0,0.08213014572468684,0.7952832272836475,0.5503669672983919,0.0,0.8438277039860482,0.4239536279705656,0.0,0.0,0.0,0.0,0.0,0.0,0.290214254140679,0.10734535438385664,0.0,0.0,0.0002249516353882687,0.0,22.189442813901845
133,0.13792266,0.83087337,0.57767355,0.2335805,0.27672237,0.7778389,0.25045374,0.20436388,0.0,0.34294176,0.0,0.15253103,0.8112137,0.5173668,0.27672237,0.8683669,0.50951254,0.0,0.27672237,0.0,0.27672237,0.0,0.0,0.3174946,0.06967577,0.27672237,0.0,0.03952711,0.0,27.672237157821655,0.12468804412679212,0.8530820165443113,0.5920108222492058,0.23793877238771044,0.0,0.7778156168052589,0.19501883050208424,0.18678358393570157,1.209988698702626e-05,0.3746694862820633,0.0,0.09224776954045621,0.7998406890848718,0.5428072820077563,0.0,0.8477234923942218,0.4239148823736343,0.0,0.0,0.0,0.0,0.0,0.0,0.29526844515918377,0.10505147856044435,0.0,0.0,0.009895645915351942,0.0,22.271617095710464
134,0.14092104,0.8327608,0.54488266,0.2372516,0.25777707,0.77030253,0.19994102,0.23190673,0.0,0.39099616,0.0,0.08339474,0.80118984,0.55228436,0.0,0.9023542,0.19957967,0.25777707,0.25777707,0.0,0.25777707,0.0,0.0,0.23550569,0.062140882,0.25777707,0.0,0.0012380067,0.0,25.777709484100342,0.12594117099575816,0.8534183084439975,0.5903994312581446,0.2383751679403851,0.0,0.7818487589268595,0.2048261281595627,0.1923501228556355,1.210020909158382e-05,0.37312022119918425,0.0,0.09293426267498309,0.8041316047717689,0.5531845821765864,0.0,0.8521590954664761,0.4158002322870713,0.0,0.0,0.0,0.0,0.0,0.0,0.29724254599678696,0.10560874243922667,0.0,0.0,0.0030593422412804544,0.0,22.36004075187172
135,0.12182325,0.84341866,0.60093176,0.2504259,0.0,0.8109778,0.09644009,0.19807674,0.0,0.39733794,0.0,0.04840652,0.8183807,0.5529653,0.0,0.80837333,0.0,0.23319417,0.23319417,0.0,0.0,0.0,0.0,0.41135427,0.104136355,0.23319417,0.0,0.0,0.0,23.319420218467712,0.12889642113282856,0.8526394531860628,0.5927477291309454,0.24219218339613835,0.0,0.7878560648440259,0.1938244454002495,0.19303016386475066,1.2097164424629592e-05,0.3823397479643531,0.0,0.07548433033214504,0.8057259367374707,0.5451711402899659,0.0,0.8491845118673135,0.4186251008538018,0.0,0.0,0.0,0.0,0.0,0.0,0.302556979376475,0.10957926286893993,0.0,0.0,0.0030593422412804544,0.0,22.354913485004037
136,0.13261038,0.84752095,0.5975272,0.21787743,0.25345802,0.80558723,0.207244,0.20246176,0.0,0.3662376,0.0,0.04411046,0.7808965,0.5522992,0.0,0.86662585,0.4555881,0.0,0.25345802,0.0,0.25345802,0.0,0.0,0.32001022,0.19331205,0.0,0.0,0.0,0.0,25.345805287361145,0.12754789824388837,0.8539759302657695,0.5942815841766306,0.23981664520140547,0.0,0.7899791386130728,0.19000051109916183,0.19509769423664208,1.2097164424629592e-05,0.3734781815364198,0.0,0.07091969955760163,0.8025564439142224,0.5480217294566877,0.0,0.8515787287248496,0.43481103822416,0.0,0.0,0.0,0.0,0.0,0.0,0.3050917284553011,0.11624532970112633,0.0,0.0,0.0028793809329698394,0.0,22.401012963808046
137,0.09140624,0.8275808,0.54894036,0.23206402,0.27794218,0.800584,0.19874346,0.25745124,0.0,0.41719255,0.0,0.052275043,0.8057605,0.56650466,0.0,0.87706137,0.8064768,0.27794218,0.27794218,0.0,0.27794218,0.0,0.0,0.35701388,0.06486679,0.0,0.0,0.044632643,0.0,27.79422104358673,0.12301682260334927,0.8518071458776433,0.5894303638898453,0.24033114530684457,0.0,0.7885259277504426,0.18882750910504464,0.2014887917589866,1.2097779089685438e-05,0.3757756154690878,0.0,0.07055701234911017,0.8016020980372548,0.5445372843895332,0.0,0.854232428922375,0.5086304646154256,0.0,0.0,0.0,0.0,0.0,0.0,0.29703070163622375,0.11085470385248876,0.0,0.0,0.0021145453726497255,0.0,22.581981581777228
138,0.14312296,0.8552757,0.5525005,0.1981916,0.2647933,0.75494874,0.11495627,0.15553512,0.0,0.3713233,0.0,0.07699313,0.77745986,0.62401754,0.0,0.8288893,0.52709997,0.2647933,0.2647933,0.0,0.2647933,0.0,0.0,0.24587747,0.12884814,0.2647933,0.0,0.0,0.0,26.47933065891266,0.12927314557140232,0.8538664200783824,0.5899286741630422,0.2423794918751546,0.0,0.7859199725873055,0.1791164228846259,0.19523312297336023,1.2097779089685438e-05,0.3746766801278115,0.0,0.06819595478553293,0.7975013815099885,0.5506057834590444,0.0,0.8479398274858052,0.48411067718722184,0.0,0.0,0.0,0.0,0.0,0.0,0.27430974497190647,0.11598597056555751,0.0,0.0,0.0021145453726497255,0.0,22.383344528889246
139,0.13786866,0.86089206,0.57701176,0.2558267,0.27829093,0.8016701,0.3131797,0.1973924,0.0,0.43651226,0.0,0.14818732,0.8322698,0.6022951,0.0,0.83232373,0.5711406,0.0,0.0,0.0,0.27829093,0.0,0.0,0.40682784,0.2621661,0.27829093,0.0,0.0,0.0,27.829092741012573,0.12956766216264898,0.8536935460282115,0.5911788780148769,0.2470480154926518,0.0,0.7883281742682124,0.2006103424406494,0.19572122530509314,1.209587675750163e-05,0.3748840759998448,0.0,0.08215285252871742,0.8017284673132405,0.5539724492690277,0.0,0.8469641071696624,0.5054184363210973,0.0,0.0,0.0,0.0,0.0,0.0,0.29158433308069204,0.12923399640885067,0.0,0.0,0.0021145453726497255,0.0,22.738666217423738
140,0.12799856,0.82470447,0.55920535,0.18072146,0.27660125,0.7769819,0.28713253,0.17497313,0.0,0.46249938,0.0,0.07032541,0.80820364,0.5551449,0.0,0.8406047,0.32534307,0.27660125,0.27660125,0.0,0.27660125,0.0,0.0,0.3411694,0.30342242,0.27660125,0.0,0.0,0.0,27.660125494003296,0.13115866761550066,0.8508180100990362,0.593441815745528,0.23670563757348684,0.0,0.7872129669308984,0.20708750098485457,0.19279034330920178,1.2094443087149909e-05,0.3812228420835378,0.0,0.08787499730316956,0.804582716193479,0.5554086617990672,0.0,0.8478549099386665,0.45925285492882967,0.0,0.0,0.0,0.0,0.0,0.0,0.3066481621351703,0.1530417748587134,0.0,0.0,0.0020245647184944184,0.0,22.74875351951973
141,0.12554464,0.7550884,0.5642281,0.2021979,0.0,0.8081376,0.10091006,0.12093092,0.0,0.3823003,0.0,0.09008869,0.7879174,0.55135673,0.0,0.8357556,0.55647427,0.2562321,0.2562321,0.0014671176,0.2562321,0.0,0.0,0.37691104,0.14120139,0.2562321,0.0,0.0052925395,0.0,25.62321126461029,0.13289895315759453,0.8398094497183782,0.5865087127217337,0.2336524806790252,0.0,0.7869354059482795,0.19353720945992836,0.18489052502681366,1.2096227912258569e-05,0.391646075538904,0.0,0.09156810788587036,0.8020677024956067,0.5572108553587071,0.0,0.8471025156596205,0.4526903268892559,0.0,0.0,0.00023531217228823023,0.0,0.0,0.0,0.30470546755984196,0.15032537370301427,0.0,0.0,0.0028792513945078615,0.0,22.61612352274925
142,0.14704305,0.84803563,0.56329495,0.14233656,0.29662853,0.8239751,0.18213871,0.1128903,0.0,0.39153835,0.29662853,0.25474045,0.8005504,0.57553256,0.0,0.80434465,0.41154546,0.29662853,0.29662853,0.0,0.29662853,0.0,0.0,0.27728933,0.19057271,0.29662853,0.0,0.0,0.29662853,29.662859439849854,0.13490845761167536,0.8425052235668299,0.5901332249614762,0.2238010774530357,0.0,0.7887840541655741,0.19107884063095923,0.16839899071924969,1.2099301386308673e-05,0.3891217102050475,0.0,0.09541162474040567,0.8026405785588796,0.5668890596877807,0.0,0.846565305481417,0.4355589763314519,0.0,0.0,0.0002354205583549455,0.0,0.0,0.0,0.2944506775843012,0.14683150111205742,0.0,0.0,0.0028792513945078615,0.0,22.48346922091169
