epoch,IoU_road,IoU_sidewalk,IoU_parking,IoU_rail track,IoU_building,IoU_wall,IoU_fence,IoU_guard rail,IoU_bridge,IoU_tunnel,IoU_pole,IoU_polegroup,IoU_traffic light,IoU_traffic sign,IoU_vegetation,IoU_terrain,IoU_person,IoU_car,IoU_truck,IoU_bus,IoU_caravan,IoU_trailer,IoU_train,IoU_motorcycle,IoU_bicycle,IoU_garage,IoU_gate,IoU_stop,IoU_smallpole,IoU_lamp,IoU_unknown construction,mIoU,valIoU_road,valIoU_sidewalk,valIoU_parking,valIoU_rail track,valIoU_building,valIoU_wall,valIoU_fence,valIoU_guard rail,valIoU_bridge,valIoU_tunnel,valIoU_pole,valIoU_polegroup,valIoU_traffic light,valIoU_traffic sign,valIoU_vegetation,valIoU_terrain,valIoU_person,valIoU_car,valIoU_truck,valIoU_bus,valIoU_caravan,valIoU_trailer,valIoU_train,valIoU_motorcycle,valIoU_bicycle,valIoU_garage,valIoU_gate,valIoU_stop,valIoU_smallpole,valIoU_lamp,valIoU_unknown construction,mVal_IoU
10,0.8067664,0.5013224,0.10441198,0.0,0.67606753,0.11353326,0.13478242,0.0,0.19747409,0.19747409,0.27064896,0.19747409,0.0,0.0,0.7411816,0.46674484,0.0,0.722082,0.0,0.0,0.19747409,0.0,0.19747409,0.0,0.0,0.20183726,0.0,0.19747409,0.0,0.0,0.19747409,19.747409224510193,0.7656488508193153,0.4410754759721991,0.10126939648914608,0.0,0.6342363154447519,0.059602617634069203,0.051209443045110416,0.0,0.1492312467582035,0.0,0.2457227683221281,0.1492312467582035,0.0,0.0,0.7113819202798728,0.4269682607050691,0.0,0.7011237962033413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188917688235399,0.0005497720687461663,0.0,0.0,0.0,0.0,14.92312515721147
11,0.7874359,0.4491537,0.11054229,0.18339571,0.59144783,0.029371968,0.06569822,0.0,0.18339571,0.18339571,0.14133264,0.18339571,0.0,0.0,0.6946301,0.44812518,0.0,0.68702734,0.0,0.18339571,0.0,0.0,0.18339571,0.0,0.18339571,0.21333656,0.0,0.18339571,0.0,0.0,0.0,18.339574337005615,0.7771043090143477,0.4499909310361197,0.0986125760938171,0.0,0.6228204712298725,0.05765155560253598,0.060961998601590746,0.0,0.14906386438431043,0.0,0.21551579881621455,0.14906386438431043,0.0,0.0,0.7081713634837878,0.4408125408934475,0.0,0.7075684527825935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18310239945921924,0.0005398191953206252,0.0,0.0,0.0,0.0,14.90638691928222
12,0.7883757,0.45682794,0.099799454,0.19434555,0.74183506,0.10146475,0.0816421,0.0,0.19434555,0.19434555,0.32610092,0.19434555,0.19434555,0.0,0.76431745,0.45296633,0.0,0.71459097,0.0,0.0,0.19434555,0.0,0.19434555,0.0,0.0,0.13637261,0.0,0.0,0.0,0.0,0.0,19.434553384780884,0.7857721734398073,0.46065085723442833,0.10400971437816912,0.0,0.6404041800935383,0.07400884804468576,0.06923542430316225,0.0,0.15315096051424,0.0,0.23979391697754313,0.15315096051424,0.0,0.0,0.7201990934085861,0.4435301685236714,0.0,0.7107628426428645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19247766923712023,0.0005331197803442784,0.0,0.0,0.0,0.0,15.315096545459358
13,0.7722187,0.4544653,0.11780388,0.18669455,0.71942675,0.12544563,0.018767547,0.0,0.18669455,0.18669455,0.12208958,0.18669455,0.0,0.0,0.7369017,0.40991777,0.0,0.4885963,0.0,0.18669455,0.18669455,0.0,0.18669455,0.0,0.0,0.32834193,0.0,0.18669455,0.0,0.0,0.0,18.669457733631134,0.7794119430961866,0.4553369250459103,0.10626359315971343,0.0,0.656465840791906,0.086920172555848,0.06400428601689077,0.0,0.1519084953503373,0.0,0.2266972103573933,0.1519084953503373,0.0,0.0,0.7242938466284274,0.4230907712180353,0.0,0.6753984423922177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20693935910655512,0.0005241266991928355,0.0,0.0,0.0,0.0,15.190850025061135
14,0.7726413,0.46706334,0.12430013,0.1819966,0.7064898,0.05274556,0.05184898,0.0,0.1819966,0.0,0.16743404,0.1819966,0.0,0.0,0.75191706,0.42272004,0.0,0.7362307,0.0,0.1819966,0.0,0.0,0.1819966,0.0,0.0,0.29652464,0.0,0.1819966,0.0,0.0,0.0,18.19966286420822,0.7863396526267533,0.4607623601503998,0.10644559249005116,0.0,0.6573901540047014,0.07834418168895375,0.06289194204612093,0.0,0.1527230856759495,0.0,0.21296771504571502,0.1527230856759495,0.0,0.0,0.7279345101278231,0.4362396153888181,0.0,0.6909071313454052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20823502067660168,0.0005117617342781266,0.0,0.0,0.0,0.0,15.272309060250066
15,0.76143837,0.48631844,0.20275061,0.21897317,0.72645193,0.15582457,0.19417366,0.0,0.21897317,0.0,0.36698171,0.21897317,0.0,0.0,0.7670697,0.41633987,0.0,0.7880283,0.10730414,0.21897317,0.21897317,0.0,0.21897317,0.0,0.0,0.2826746,0.0,0.21897317,0.0,0.0,0.0,21.897317469120026,0.7829237143152983,0.46685638440345745,0.12576397459097083,0.0,0.6641482626935201,0.08988680369375658,0.07840675240882186,0.0,0.15776447149137973,0.0,0.24456692807836827,0.15776447149137973,0.0,0.0,0.734108025748593,0.4278599564566316,0.0,0.7200981474802922,0.019136531320105177,0.0,0.0,0.0,0.0,0.0,0.0,0.22090454092642595,0.0005098088982427788,0.0,0.0,0.0,0.0,15.776447658055629
16,0.7943601,0.46261546,0.19943306,0.24770683,0.70669025,0.26087704,0.1988636,0.0,0.24770683,0.24770683,0.41356042,0.24770683,0.24770683,0.0,0.77709776,0.5152967,0.0,0.7406976,0.03655417,0.24770683,0.24770683,0.0,0.24770683,0.0,0.0,0.34271875,0.00078578154,0.24770683,0.0,0.0,0.0,24.77068454027176,0.791683866943643,0.4697528757319215,0.13545444897630143,0.0,0.6777675865370832,0.12554251215490628,0.09590320846494557,0.0,0.16363087997946998,0.0,0.2830129254555623,0.16363087997946998,0.0,0.0,0.7426208247703702,0.4435263340884707,0.0,0.7286820868887852,0.024674403784112658,0.0,0.0,0.0,0.0,0.0,0.0,0.22598453387706458,0.0006900753623426528,0.0,0.0,0.0,0.0,16.363088525788545
17,0.8103046,0.5247386,0.12680858,0.0,0.7739037,0.16943878,0.12325224,0.0,0.22160329,0.22160329,0.3609734,0.22160329,0.22160329,0.0,0.79011375,0.5543353,0.0,0.784951,0.037114773,0.22160329,0.0,0.0,0.0,0.0,0.0,0.26254478,0.0,0.22160329,0.0,0.0,0.22160329,22.160331904888153,0.7996032397712053,0.48143887842707206,0.13511411564847917,0.0,0.6940810885413007,0.14086052890852013,0.1070269633025767,0.0,0.1680346845616387,0.0,0.30392861383012065,0.1680346845616387,0.0,0.0,0.7522058889333619,0.45932325571756955,0.0,0.7359152991366357,0.032084342414476046,0.0,0.0,0.0,0.0,0.0,0.0,0.23073957567701117,0.0006842300138779943,0.0,0.0,0.0,0.0,16.80346899821124
18,0.8163145,0.50501376,0.12821718,0.23115753,0.7300396,0.11672279,0.12868209,0.0,0.23115753,0.23115753,0.30885538,0.23115753,0.23115753,0.0,0.7567636,0.5388114,0.0,0.8462788,0.0,0.23115753,0.23115753,0.0,0.23115753,0.0,0.0,0.20976704,0.0,0.23115753,0.0,0.0,0.0,23.115752637386322,0.8014624634944438,0.4871525300927815,0.13156399414613337,0.0,0.702840190214071,0.1395147923194937,0.11047928555315988,0.0,0.1687877767597638,0.0,0.3084480236553834,0.1687877767597638,0.0,0.0,0.7531636191036263,0.4629333892271765,0.0,0.7488323255143562,0.03212009840234707,0.0,0.0,0.0,0.0,0.0,0.0,0.21565531527484938,0.0006796678231042329,0.0,0.0,0.0,0.0,16.87877822045308
19,0.81256443,0.5076603,0.20893353,0.21829452,0.7612699,0.057849243,0.105359316,0.0,0.21829452,0.21829452,0.4331774,0.21829452,0.0,0.0,0.7814441,0.51424307,0.0,0.7538056,0.0,0.21829452,0.0,0.0,0.21829452,0.0,0.0,0.3027614,0.0,0.21829452,0.0,0.0,0.0,21.829451620578766,0.8061033908093722,0.489998631801835,0.1449550723466415,0.0,0.704405723429156,0.1287475292512444,0.11671972757583006,0.0,0.1714791124932944,0.0,0.3329845149163358,0.1714791124932944,0.0,0.0,0.7574565801778841,0.47689053675332616,0.0,0.7557374487054398,0.028287011418253013,0.0,0.0,0.0,0.0,0.0,0.0,0.22993142445348708,0.0006768421458451813,0.0,0.0,0.0,0.0,17.147911802487865
20,0.82004434,0.5395372,0.17413808,0.0,0.7642272,0.22345667,0.11345722,0.0,0.20858255,0.20858255,0.23027049,0.20858255,0.0,0.0,0.7519333,0.35937414,0.0,0.7957435,0.0040545594,0.20858255,0.20858255,0.0,0.20858255,0.0,0.0,0.22974487,0.0,0.20858255,0.0,0.0,0.0,20.85825502872467,0.8108603171575814,0.49659542057260486,0.15365609767728533,0.0,0.7076441237091411,0.14285544402245848,0.11089523649247517,0.0,0.17097987426221292,0.0,0.30138101873261686,0.17097987426221292,0.0,0.0,0.7537977981461355,0.4549632446376981,0.0,0.759008197640804,0.027401799370937875,0.0,0.0,0.0,0.0,0.0,0.0,0.23868157959421857,0.0006762468300915368,0.0,0.0,0.0,0.0,17.09798797776927
21,0.7901991,0.5174278,0.15405948,0.2035401,0.7324553,0.061507247,0.14627372,0.0,0.2035401,0.2035401,0.35241672,0.2035401,0.0,0.0,0.7449643,0.46044427,0.0,0.7377172,0.0,0.0,0.0,0.0,0.2035401,0.0,0.0,0.1855776,0.0019200695,0.2035401,0.0,0.0,0.2035401,20.35401314496994,0.8136981680452481,0.5028848398614612,0.15748289880449834,0.0,0.7109047604525139,0.13594103423785694,0.11697297006148827,0.0,0.17168028902162288,0.0,0.3200904790037707,0.17168028902162288,0.0,0.0,0.7538520650386558,0.4583849297369686,0.0,0.7541861218195128,0.02372003625609691,0.0,0.0,0.0,0.0,0.0,0.0,0.23002620906791105,0.0005840409213714392,0.0,0.0,0.0,0.0,17.168029455969673
22,0.7947462,0.51149696,0.19896051,0.0,0.7239686,0.10567979,0.15076683,0.0,0.22823077,0.22823077,0.38380626,0.22823077,0.22823077,0.0,0.7568161,0.41565225,0.0,0.76861846,0.003378586,0.22823077,0.22823077,0.0,0.22823077,0.22823077,0.0,0.20463312,0.002553233,0.22823077,0.0,0.0,0.0,22.82307893037796,0.8114222920088567,0.502354724865966,0.16351659665592547,0.0,0.7110463547500906,0.1348625287943677,0.1290205494226611,0.0,0.17253017698837353,0.0,0.33916837261389315,0.17253017698837353,0.0,0.0,0.7547122207326271,0.453898489813441,0.0,0.7599526923047353,0.022848958256359436,0.0,0.0,0.0,0.0,0.0,0.0,0.21992992902555222,0.0006415959485340781,0.0,0.0,0.0,0.0,17.25301825538631
23,0.80937374,0.5197823,0.12678908,0.19203606,0.62451994,0.0030648967,0.11250567,0.0,0.19203606,0.19203606,0.21660958,0.19203606,0.0,0.0,0.72511387,0.47459653,0.0,0.76410735,0.0,0.19203606,0.19203606,0.0,0.19203606,0.0,0.0,0.23240297,0.0,0.0,0.0,0.0,0.0,19.203607738018036,0.8120285464498911,0.5087076379525912,0.1501119119357347,0.0,0.6983908161366735,0.11375341290585829,0.12176870619411789,0.0,0.17022218659121108,0.0,0.3221419002898766,0.17022218659121108,0.0,0.0,0.7498025866476487,0.46245565696671864,0.0,0.7587717840820668,0.021435339358182565,0.0,0.0,0.0,0.0,0.0,0.0,0.21650260473088176,0.000572677717066068,0.0,0.0,0.0,0.0,17.022219208224936
24,0.8386921,0.5270149,0.19779962,0.21626405,0.66552794,0.12941976,0.13315806,0.0,0.21626405,0.21626405,0.20544453,0.21626405,0.0,0.0,0.7354697,0.5130162,0.0,0.74605477,5.796291e-05,0.21626405,0.21626405,0.0,0.21626405,0.0,0.0,0.28078952,0.0016286084,0.21626405,0.0,0.0,0.0,21.626408398151398,0.8202139148629887,0.5094033621600556,0.15717067330916656,0.0,0.684325881337602,0.11836130672613986,0.1244381265023608,0.0,0.16995345071310647,0.0,0.3050002846680161,0.16995345071310647,0.0,0.0,0.741120895428231,0.47572738811901827,0.0,0.7504815307164606,0.017599424248535625,0.0,0.0,0.0,0.0,0.0,0.0,0.22399198290406325,0.0008154696509006033,0.0,0.0,0.0,0.0,16.99534561954758
25,0.7587963,0.5435664,0.13083601,0.20546183,0.72529155,0.044725887,0.15660414,0.0,0.20546183,0.20546183,0.18224655,0.20546183,0.20546183,0.0,0.76199347,0.46201807,0.0,0.7443612,0.0,0.20546183,0.20546183,0.0,0.20546183,0.0,0.0,0.21518253,0.0,0.0,0.0,0.0,0.0,20.54618149995804,0.8122111865123006,0.5151750948857887,0.15225530923165365,0.0,0.695115499790229,0.11100317160784544,0.12221319853945942,0.0,0.16937987225401607,0.0,0.29039639255266325,0.16937987225401607,0.0,0.0,0.7465810041553262,0.48007848894247196,0.0,0.7540492912199315,0.017593624885306167,0.0,0.0,0.0,0.0,0.0,0.0,0.21492503119085057,0.00041917123251147576,0.0,0.0,0.0,0.0,16.937987771788293
26,0.72731316,0.4658306,0.13221227,0.20858963,0.76762724,0.22567223,0.1254975,0.0,0.20858963,0.20858963,0.30106625,0.20858963,0.0,0.0,0.80106676,0.3878124,0.0,0.7832176,0.018270046,0.0,0.20858963,0.0,0.20858963,0.0,0.0,0.2705651,0.0,0.20858963,0.0,0.0,0.0,20.858962833881378,0.799276012953499,0.5124834416618647,0.1499443085111119,0.0,0.7020547520247393,0.13639239452563265,0.12035448278642094,0.0,0.16943572994556258,0.0,0.3034521879056168,0.16943572994556258,0.0,0.0,0.7534105855538414,0.45585763979363964,0.0,0.7615503791981486,0.007441784503974191,0.0,0.0,0.0,0.0,0.0,0.0,0.2110716668890339,0.00034670154952121855,0.0,0.0,0.0,0.0,16.94357354112313
27,0.76263267,0.52225155,0.15252978,0.2140571,0.7233407,0.07566304,0.13898544,0.0,0.2140571,0.2140571,0.34800124,0.2140571,0.0,0.0002504948,0.7439109,0.38062733,0.0,0.76106745,0.004855558,0.2140571,0.2140571,0.0,0.2140571,0.0,0.0,0.30835846,0.00083855895,0.2140571,0.0,0.0,0.0,21.40570878982544,0.7998474668058893,0.513635768081141,0.15959994362467722,0.0,0.7013118641651088,0.1320130736922472,0.126134037849093,0.0,0.1711711853495142,0.0,0.32688748542164,0.1711711853495142,0.0,3.7093822641610694e-05,0.7541344579986827,0.45747533226564474,0.0,0.7659109434251231,0.005049572185236861,0.0,0.0,0.0,0.0,0.0,0.0,0.2215307270406715,0.0003967799293001889,0.0,0.0,0.0,0.0,17.117119087116535
28,0.75854474,0.46371523,0.19751267,0.21063538,0.7703688,0.07125071,0.09977477,0.0,0.21063538,0.21063538,0.2436616,0.21063538,0.21063538,0.018889649,0.79279125,0.45546928,0.0,0.7886622,0.15690309,0.21063538,0.0,0.0,0.21063538,0.0,0.0,0.23770507,0.0,0.0,0.0,0.0,0.0,21.063536405563354,0.7990646514212765,0.5095177813044444,0.16875609546922524,0.0,0.7085859305481816,0.12218224205674523,0.11824495477366288,0.0,0.17205852130974342,0.0,0.31543042340749944,0.17205852130974342,0.0,0.0,0.7568003090612409,0.4618435438502802,0.0,0.7677617498369033,0.038920521655442,0.0,0.0,0.0,0.0,0.0,0.0,0.222346225199137,0.00024286145704151903,0.0,0.0,0.0,0.0,17.20585268600183
29,0.7770722,0.50419366,0.13898684,0.188194,0.6508511,0.07511732,0.09684444,0.0,0.188194,0.0,0.33477736,0.188194,0.0,0.0,0.7352193,0.45916167,0.0,0.7234032,0.072628215,0.188194,0.188194,0.0,0.188194,0.0,0.0,0.1358682,0.00072682305,0.0,0.0,0.0,0.0,18.819399178028107,0.8016139886397647,0.5131589619280008,0.16931056290469426,0.0,0.7024067733199347,0.1167926825648564,0.11834649505147747,0.0,0.1724741276249651,0.0,0.3194170850004103,0.1724741276249651,0.0,0.0,0.7539627080288667,0.4658870197604919,0.0,0.7645649043005355,0.05698214138957064,0.0,0.0,0.0,0.0,0.0,0.0,0.21891936751954272,0.0003871831899700986,0.0,0.0,0.0,0.0,17.247413318864666
30,0.8167648,0.5193887,0.1730894,0.210119,0.75246274,0.09203776,0.14956577,0.0,0.210119,0.210119,0.20918752,0.210119,0.0,0.0,0.7606683,0.4540241,0.0,0.7847026,0.0,0.210119,0.210119,0.0,0.210119,0.0,0.0,0.120684475,0.00016059233,0.210119,0.0,0.0,0.0,21.011896431446075,0.8124955490440335,0.5154740267578832,0.17783916154048168,0.0,0.7161373399655356,0.11394260912707015,0.1216989166414558,0.0,0.17323307754179107,0.0,0.30747803989985867,0.17323307754179107,0.0,0.0,0.7575554308906534,0.48063844901921826,0.0,0.7698549099800397,0.035229590415802974,0.0,0.0,0.0,0.0,0.0,0.0,0.21519629490170453,0.00021910376128077811,0.0,0.0,0.0,0.0,17.323308312995486
31,0.79094017,0.5504684,0.20264326,0.0,0.63695604,0.025424054,0.12631421,0.0,0.19292256,0.19292256,0.37974268,0.19292256,0.0,0.0,0.7533658,0.4855322,0.0,0.64685005,0.0,0.0,0.19292256,0.0,0.19292256,0.0,0.0,0.21754865,0.0072786044,0.19292256,0.0,0.0,0.0,19.292256236076355,0.8112156129545807,0.5185882807829584,0.17599124185238463,0.0,0.7097536534480374,0.1011013198807203,0.11514222023544804,0.0,0.17173949717564763,0.0,0.3164486095043009,0.17173949717564763,0.0,0.0,0.7554279738494153,0.4804337664698818,0.0,0.7517715955728513,0.036047013359794274,0.0,0.0,0.0,0.0,0.0,0.0,0.20608004693466575,0.0024442549882395404,0.0,0.0,0.0,0.0,17.173950271563143
32,0.84241635,0.5272582,0.14170052,0.18624483,0.57859355,0.04059128,0.09020955,0.0,0.18624483,0.0,0.24922742,0.18624483,0.0,0.00029743984,0.7265352,0.4832883,0.0,0.81958693,0.0,0.0,0.18624483,0.0,0.18624483,0.0,0.0,0.15627775,0.0001383725,0.18624483,0.0,0.0,0.0,18.624484539031982,0.8255301629832243,0.5264797254868099,0.18099780655770292,0.0,0.7032362927179854,0.09373584719940446,0.11460461109951264,0.0,0.1722937177601874,0.0,0.2970425316242455,0.1722937177601874,0.0,7.337654396388191e-05,0.7529166893619412,0.49197224924002914,0.0,0.7619574977643351,0.03528945714822476,0.0,0.0,0.0,0.0,0.0,0.0,0.2109221612618884,0.001759578349884939,0.0,0.0,0.0,0.0,17.229372331804925
33,0.8174444,0.5326216,0.14933392,0.21675098,0.6388327,0.06458066,0.091672875,0.0,0.21675098,0.21675098,0.3778233,0.21675098,0.0,0.0,0.7284538,0.42023748,0.0,0.76332706,0.0,0.21675098,0.21675098,0.0,0.21675098,0.0,0.0,0.18419386,0.0,0.21675098,0.0,0.0,0.21675098,21.675099432468414,0.8297572270210885,0.529045926957896,0.17752498599941696,0.0,0.6957833099888071,0.08612509980149706,0.1117839313668747,0.0,0.1722198874033895,0.0,0.3135234029568119,0.1722198874033895,0.0,0.0,0.7486021233186193,0.48925232743066793,0.0,0.767409491672813,0.035287818230895794,0.0,0.0,0.0,0.0,0.0,0.0,0.20856636615474217,0.0017148960180523236,0.0,0.0,0.0,0.0,17.221989295886974
