epoch,IoU_road,IoU_sidewalk,IoU_parking,IoU_rail track,IoU_building,IoU_wall,IoU_fence,IoU_guard rail,IoU_bridge,IoU_tunnel,IoU_pole,IoU_polegroup,IoU_traffic light,IoU_traffic sign,IoU_vegetation,IoU_terrain,IoU_person,IoU_car,IoU_truck,IoU_bus,IoU_caravan,IoU_trailer,IoU_train,IoU_motorcycle,IoU_bicycle,IoU_garage,IoU_gate,IoU_stop,IoU_smallpole,IoU_lamp,IoU_unknown construction,mIoU,valIoU_road,valIoU_sidewalk,valIoU_parking,valIoU_rail track,valIoU_building,valIoU_wall,valIoU_fence,valIoU_guard rail,valIoU_bridge,valIoU_tunnel,valIoU_pole,valIoU_polegroup,valIoU_traffic light,valIoU_traffic sign,valIoU_vegetation,valIoU_terrain,valIoU_person,valIoU_car,valIoU_truck,valIoU_bus,valIoU_caravan,valIoU_trailer,valIoU_train,valIoU_motorcycle,valIoU_bicycle,valIoU_garage,valIoU_gate,valIoU_stop,valIoU_smallpole,valIoU_lamp,valIoU_unknown construction,mVal_IoU
100,0.84467363,0.53328913,0.165202,0.2601955,0.78223807,0.15842521,0.1678737,0.0,0.2601955,0.2601955,0.4148345,0.2601955,0.2601955,0.060960893,0.80359966,0.5527348,0.0,0.8217899,0.13953279,0.2601955,0.2601955,0.0,0.2601955,0.0,0.0,0.22805761,0.051089786,0.2601955,0.0,0.0,0.0,26.01955235004425,0.857355178777739,0.5884502965211464,0.2524696862052899,0.0,0.7616323168536988,0.18633864606675923,0.18667242185896737,6.046183165476666e-05,0.21345928171402379,0.0,0.41420515390674817,0.21345928171402379,0.0,0.04367024829832464,0.7977860178879119,0.5692824205191859,0.0,0.8409452041505577,0.3703401588355891,0.0,0.0,0.0,0.0,0.0,0.0,0.25888511363480554,0.06222605781759367,0.0,0.0,0.0,0.0,21.34592885998071
101,0.8342225,0.5815261,0.22439237,0.28490868,0.7650363,0.17544952,0.2264837,0.0,0.28490868,0.28490868,0.38331953,0.28490868,0.0,0.13350835,0.80761373,0.49320945,0.0,0.86999595,0.63431555,0.28490868,0.28490868,0.0,0.28490868,0.0,0.0,0.31308237,0.11074472,0.28490868,0.0,0.0,0.0,28.49086821079254,0.8533584413085707,0.5868463258865808,0.2499108546830687,0.0,0.7621098054330484,0.18265435963652266,0.19199044694459821,6.046183165476666e-05,0.21315021189730826,0.0,0.4035891119788511,0.21315021189730826,0.0,0.05553986100846896,0.7962538801719331,0.544988766532574,0.0,0.844251692444822,0.3869381687890389,0.0,0.0,0.0,0.0,0.0,0.0,0.25979741461938,0.06306676690303868,0.0,0.0,0.0,0.0,21.315021877312155
102,0.8628738,0.6017768,0.25816983,0.0,0.7887728,0.2963844,0.17523286,0.0,0.24997024,0.0,0.34343147,0.24997024,0.0,0.10295712,0.8160212,0.6005073,0.0,0.86168873,0.43789065,0.0,0.24997024,0.0,0.24997024,0.0,0.0,0.3391381,0.0143812625,0.24997024,0.0,0.0,0.0,24.997025728225708,0.8562404603908791,0.5860159031132727,0.2583775864026057,0.0,0.7671887853459677,0.19862556996290012,0.19305827772053225,6.046183165476666e-05,0.21483681800535875,0.0,0.39365653337707984,0.21483681800535875,0.0,0.062334960389781154,0.796929274089487,0.5471850709982122,0.0,0.8463848857175716,0.4013759326673863,0.0,0.0,0.0,0.0,0.0,0.0,0.26422769777646016,0.058606537208431626,0.0,0.0,0.0,0.0,21.48368249355787
103,0.8441361,0.5477795,0.29388627,0.23584771,0.6332004,0.20396093,0.20350201,0.006866684,0.23584771,0.23584771,0.39926994,0.23584771,0.0,0.12414339,0.74781084,0.48950312,0.0,0.82758534,0.2230606,0.0,0.23584771,0.0,0.23584771,0.0,0.0,0.29561156,0.055876065,0.0,0.0,0.0,0.0,23.584769666194916,0.8576919426404914,0.5846180332763086,0.26588202046018966,0.0,0.7482735957496436,0.19990289984707407,0.1974895524004397,0.001332027897640952,0.2134781594292528,0.0,0.39238131196006915,0.2134781594292528,0.0,0.08765345997489674,0.7892866134076343,0.542195226970422,0.0,0.8418907887284688,0.35733371069941444,0.0,0.0,0.0,0.0,0.0,0.0,0.26360033001423827,0.06133532289955903,0.0,0.0,0.0,0.0,21.347816631564505
104,0.8449514,0.56764597,0.23113571,0.26075852,0.8310502,0.15382254,0.21297722,0.0,0.26075852,0.0,0.4326465,0.26075852,0.0,0.018164448,0.8162942,0.5656712,0.0,0.8439944,0.2636462,0.26075852,0.26075852,0.0,0.26075852,0.0,0.0,0.388698,0.08750639,0.26075852,0.0,0.0,0.0,26.075851917266846,0.8539987359169063,0.5834522034180807,0.2576802652167553,0.0,0.7586594107460073,0.20150979835309196,0.19896594237979257,0.001332704470966313,0.2160644411617809,0.0,0.4166500481450408,0.2160644411617809,0.0,0.08196152985817534,0.7955980998881066,0.556497909549913,0.0,0.8430856136616751,0.354160783768578,0.0,0.0,0.0,0.0,0.0,0.0,0.28885716695421315,0.07345879742878357,0.0,0.0,0.0,0.0,21.606444813160156
105,0.8752821,0.59227145,0.29987556,0.2569825,0.74138904,0.112775445,0.22288331,0.0,0.2569825,0.2569825,0.36166668,0.2569825,0.0,0.04127368,0.78110695,0.58206934,0.0,0.84851515,0.2060013,0.0,0.2569825,0.0,0.2569825,0.0,0.0,0.4500279,0.052442595,0.2569825,0.0,0.0,0.0,25.69825053215027,0.8578385213162792,0.588502262254033,0.2666014898215984,0.0,0.749932762616114,0.19673371799462178,0.193380160085255,0.0013330010910738933,0.21536756129834467,0.0,0.4139192150643476,0.21536756129834467,0.0,0.08808561342455835,0.7930987578429874,0.5591824223181888,0.0,0.8415494346341498,0.3328378527885625,0.0,0.0,0.0,0.0,0.0,0.0,0.29462109708740186,0.06804318468038624,0.0,0.0,0.0,0.0,21.53675682456854
106,0.87195003,0.60153186,0.30605403,0.26307896,0.7345263,0.18277903,0.09758015,0.0007377727,0.26307896,0.26307896,0.36637583,0.26307896,0.26307896,0.007393113,0.7625096,0.5983865,0.0,0.8677182,0.0,0.26307896,0.26307896,0.0,0.26307896,0.0,0.0,0.3712558,0.018939389,0.26307896,0.0,0.0,0.0,26.30789577960968,0.8611135576040683,0.594595869153476,0.2791299087227893,0.0,0.7484743320045797,0.20495527938035282,0.18760842562174013,0.0014735522772275113,0.2151972351809501,0.0,0.4057258448073552,0.2151972351809501,0.0,0.08780309004578643,0.7896706851465456,0.5577877307760768,0.0,0.8430892444502557,0.3226732566170163,0.0,0.0,0.0,0.0,0.0,0.0,0.28952734647523837,0.06709191236228047,0.0,0.0,0.0,0.0,21.51972421227964
107,0.85817367,0.609853,0.3260863,0.26304558,0.79365206,0.17183687,0.17113467,0.0012903025,0.26304558,0.0,0.32680833,0.26304558,0.0,0.07270911,0.80045724,0.5074105,0.0,0.82767135,0.13819875,0.26304558,0.26304558,0.0,0.26304558,0.0,0.0,0.32980698,0.11496007,0.26304558,0.0,0.0,0.26304558,26.304560899734497,0.8619758589321606,0.6002654836515959,0.2851470328964405,0.0,0.7508260863706896,0.19729690780548767,0.18853098754570194,0.0004016841697710843,0.21600395452276097,0.0,0.3951495464811626,0.21600395452276097,0.0,0.0920172672158624,0.7907246327591495,0.564960245406778,0.0,0.8464637988782076,0.3210914506154452,0.0,0.0,0.0,0.0,0.0,0.0,0.298809637194489,0.07045427724108243,0.0,0.0,0.0,0.0,21.60039614906305
108,0.84814554,0.6059331,0.2863201,0.26881993,0.81042266,0.19208363,0.2056332,0.0009522448,0.26881993,0.26881993,0.4167364,0.26881993,0.0,0.09318104,0.7963771,0.5541853,0.0,0.8605994,0.27814993,0.0,0.26881993,0.0,0.26881993,0.0,0.0,0.3630012,0.13995728,0.26881993,0.0,0.0,0.0,26.88199281692505,0.8605673787079375,0.6024063681917378,0.2750959506248111,0.0,0.7625124499572897,0.1963831710281111,0.19089645689882143,0.000312152156026927,0.21709308636793817,0.0,0.39932127334419637,0.21709308636793817,0.0,0.07615459687410246,0.7921636271592706,0.5655918829208988,0.0,0.8469324148374534,0.3402799663822787,0.0,0.0,0.0,0.0,0.0,0.0,0.302579524533062,0.0845025081472952,0.0,0.0,0.0,0.0,21.709309337094098
109,0.86985904,0.60801375,0.26111075,0.28403848,0.80926317,0.19652681,0.23690145,0.0,0.28403848,0.28403848,0.4094089,0.28403848,0.0,0.1350658,0.8266447,0.57139385,0.28403848,0.8308523,0.21785128,0.28403848,0.0,0.0,0.28403848,0.0,0.0,0.43365017,0.12634364,0.0,0.0,0.0,0.28403848,28.40385138988495,0.8642022706422768,0.6044954769164318,0.2742924832231656,0.0,0.7676242684333465,0.19756699293175223,0.20193695969114842,0.0002492377679904921,0.2178527847954586,0.0,0.3968289421141033,0.2178527847954586,0.0,0.0921549851203971,0.7971280393158738,0.573608107560958,0.0,0.8452609866654509,0.2976996274511924,0.0,0.0,0.0,0.0,0.0,0.0,0.3133035341525987,0.09137906493439857,0.0,0.0,0.0,0.0,21.78527918229678
110,0.8489389,0.5924956,0.20424971,0.0,0.8182723,0.15064925,0.24309798,0.0,0.24712946,0.24712946,0.3250039,0.24712946,0.0,0.06871139,0.8072677,0.56066,0.0,0.88290423,0.597268,0.24712946,0.0,0.0,0.0,0.0,0.0,0.2784378,0.047409452,0.24712946,0.0,0.0,0.0,24.712947010993958,0.8621403610449248,0.6071954938571017,0.2689370485463125,0.0,0.7766475693511913,0.19078649475068665,0.2017031855495936,0.0002492377679904921,0.21622068062997718,0.0,0.39209273996040367,0.21622068062997718,0.0,0.0799560853191138,0.798780023812793,0.5684009670364947,0.0,0.8484699844634945,0.3013855064972299,0.0,0.0,0.0,0.0,0.0,0.0,0.2940990859318423,0.07955617060084573,0.0,0.0,0.0,0.0,21.622068760483785
111,0.8563545,0.5874142,0.33037618,0.24373011,0.7432062,0.10522398,0.16917661,0.0,0.24373011,0.24373011,0.43687856,0.24373011,0.0,0.055090185,0.78237563,0.5982079,0.0,0.8540683,0.0026396236,0.24373011,0.0,0.0,0.24373011,0.0,0.0,0.2820507,0.046460718,0.24373011,0.0,0.0,0.0,24.37301129102707,0.8645642744461801,0.6087276710893432,0.2766642537423282,0.0,0.7773578915857611,0.17958029812764392,0.20583405291089155,0.000249269133220438,0.21739213634855056,0.0,0.39751918999399777,0.21739213634855056,0.0,0.08199061151905196,0.8001209858771173,0.5767413130418976,0.0,0.8503699612108802,0.30114781909735994,0.0,0.0,0.0,0.0,0.0,0.0,0.3017602652566224,0.08174431446780688,0.0,0.0,0.0,0.0,21.739214336120014
112,0.8328564,0.5689783,0.330026,0.2573491,0.76138645,0.1165999,0.11537889,0.0005975122,0.2573491,0.2573491,0.27252454,0.2573491,0.0,0.16264641,0.77475065,0.5496737,0.0,0.83270705,0.032983832,0.2573491,0.2573491,0.0,0.2573491,0.0,0.0,0.28380316,0.026767692,0.2573491,0.0,0.0,0.2573491,25.734910368919373,0.8613611264236937,0.6068282812672473,0.2894401654951247,0.0,0.774376500791867,0.16942568371983216,0.1997319944650368,0.000222648157827964,0.21565674385148162,0.0,0.3868722271888864,0.21565674385148162,0.0,0.09948474877430002,0.7982537069546461,0.5708406204151363,0.0,0.84402758273228,0.2592012893061867,0.0,0.0,0.0,0.0,0.0,0.0,0.3111876048958511,0.08279160676179481,0.0,0.0,0.0,0.0,21.56567508081508
113,0.8718955,0.5763463,0.19346297,0.0,0.7754201,0.16451669,0.14394201,0.0,0.22338225,0.22338225,0.23671797,0.22338225,0.0,0.027925983,0.78790736,0.6112983,0.0,0.86397153,0.4190305,0.0,0.0,0.0,0.0,0.0,0.0,0.2519016,0.10698413,0.22338225,0.0,0.0,0.0,22.338226437568665,0.8622955818376822,0.601104540910825,0.2854723414372155,0.0,0.7733809417404419,0.16692939761838,0.19771967111289848,6.534239414516335e-05,0.21324490885929273,0.0,0.3710248912250733,0.21324490885929273,0.0,0.08438884661768352,0.795542382725939,0.5674771206221068,0.0,0.8426453442015263,0.25141538785077644,0.0,0.0,0.0,0.0,0.0,0.0,0.30226778191301984,0.08237299795668505,0.0,0.0,0.0,0.0,21.324491573816076
114,0.8646401,0.5687509,0.2545167,0.0,0.81750405,0.12006957,0.22167765,0.0,0.27803904,0.27803904,0.29568312,0.27803904,0.27803904,0.10709521,0.80576086,0.5732412,0.27803904,0.85017085,0.3811705,0.27803904,0.27803904,0.0,0.0,0.0,0.0,0.2362496,0.020329462,0.27803904,0.0,0.0,0.27803904,27.803906798362732,0.8661452429409897,0.5972235334936563,0.2826870375931739,0.0,0.7806848005198788,0.15938859205271166,0.1898973552579125,5.082186211290483e-05,0.21525953071190884,0.0,0.3666502407474585,0.21525953071190884,0.0,0.07841818548570384,0.7974322550320082,0.5708589475242066,0.0,0.8461099944001051,0.34070958812917057,0.0,0.0,0.0,0.0,0.0,0.0,0.28912417051820655,0.077145840347592,0.0,0.0,0.0,0.0,21.52595376557647
115,0.83412915,0.5652125,0.20615678,0.25712118,0.76662827,0.23619704,0.21538916,0.0,0.25712118,0.25712118,0.34336957,0.25712118,0.0,0.059262995,0.817042,0.5052477,0.0,0.79299825,0.25712118,0.25712118,0.25712118,0.0,0.25712118,0.0,0.0,0.30030492,0.014727891,0.0,0.0,0.0,0.25712118,25.712117552757263,0.8621730710626924,0.5944173957728202,0.2774867583944465,0.0,0.7791813870621619,0.1664664645319239,0.19552177397554013,5.082186211290483e-05,0.2133822356728532,0.0,0.35137170393592454,0.2133822356728532,0.0,0.05724544179458912,0.7998930277505722,0.5683400812135154,0.0,0.8388132573982099,0.34958257745136767,0.0,0.0,0.0,0.0,0.0,0.0,0.28970748286154396,0.05783380282755766,0.0,0.0,0.0,0.0,21.338224255615113
116,0.8581218,0.54800934,0.25144467,0.26654616,0.7587751,0.2563492,0.16913852,0.0,0.26654616,0.26654616,0.45068562,0.26654616,0.0,0.06706808,0.80675966,0.59312016,0.0,0.79485404,0.1793924,0.26654616,0.26654616,0.0,0.26654616,0.0,0.0,0.27371162,0.1231313,0.26654616,0.0,0.0,0.0,26.65461301803589,0.8634618515718097,0.5903038654516584,0.2833313774337742,0.0,0.771426138168726,0.17919621082401893,0.19238221347281667,4.83994308225764e-06,0.2139355476954761,0.0,0.368084144256285,0.2139355476954761,0.0,0.056378855119865415,0.7985272107095803,0.5681344997063442,0.0,0.8374416998626303,0.33339162658009736,0.0,0.0,0.0,0.0,0.0,0.0,0.2915760528547831,0.07049051114888492,0.0,0.0,0.0,0.0,21.393555459662284
117,0.8404998,0.6167019,0.24696828,0.24491999,0.78401804,0.19310631,0.116184376,0.0,0.24491999,0.0,0.39759925,0.24491999,0.0,0.06109171,0.800556,0.54404813,0.0,0.83327854,0.14283332,0.24491999,0.24491999,0.0,0.24491999,0.0,0.0,0.25790876,0.043284822,0.0,0.0,0.0,0.24491999,24.491997063159943,0.8625489653476083,0.5949643323689273,0.2811485078436552,0.0,0.7718701551263976,0.18461536570078055,0.19230743221531468,4.83994308225764e-06,0.21332180703601147,0.0,0.3841358504784931,0.21332180703601147,0.0,0.058117000179622805,0.800032166890523,0.5652738754133756,0.0,0.838280523132319,0.29645370529752263,0.0,0.0,0.0,0.0,0.0,0.0,0.2858267028592776,0.07075319456924017,0.0,0.0,0.0,0.0,21.33218139173601
118,0.88571566,0.6183919,0.3167139,0.0,0.7947551,0.111315995,0.13932647,0.0,0.23054972,0.23054972,0.29069185,0.23054972,0.0,0.13495111,0.7891466,0.567655,0.0,0.84808874,0.058925,0.23054972,0.23054972,0.0,0.0,0.0,0.0,0.16651584,0.04154996,0.23054972,0.0,0.0,0.0,23.054973781108856,0.864551728680087,0.5970145945100983,0.2765261220827591,0.0,0.7742069901428488,0.1724427751817424,0.1926745458903437,4.83994308225764e-06,0.2122793576175385,0.0,0.3679374049629197,0.2122793576175385,0.0,0.07599073479410157,0.7984021217709385,0.5612322928814213,0.0,0.8417350533174577,0.2826923388368334,0.0,0.0,0.0,0.0,0.0,0.0,0.2795773603751069,0.07111267981823347,0.0,0.0,0.0,0.0,21.227936446525973
119,0.8654488,0.5945009,0.24179325,0.23981768,0.8056145,0.241483,0.21159196,0.0,0.23981768,0.0,0.3762043,0.23981768,0.0,0.119735114,0.81351763,0.59970325,0.0,0.87253577,0.23981768,0.23981768,0.0,0.0,0.23981768,0.0,0.0,0.23343292,0.019881042,0.0,0.0,0.0,0.0,23.981769382953644,0.8624827053808618,0.5991906159461095,0.2707488199970015,0.0,0.7811125041383129,0.18792716284029676,0.19156920519945772,4.83994308225764e-06,0.2128006289410408,0.0,0.36011186761629016,0.2128006289410408,0.0,0.08206280061618497,0.7973400696994127,0.5575868635175525,0.0,0.8430780096564565,0.30021990982394875,0.0,0.0,0.0,0.0,0.0,0.0,0.2727611867034916,0.06502189101235281,0.0,0.0,0.0,0.0,21.280063580557723
120,0.84420305,0.5615681,0.1810743,0.25893176,0.8276194,0.07249635,0.13388501,0.0,0.25893176,0.0,0.31822556,0.25893176,0.0,0.036057916,0.7934863,0.53912127,0.0,0.8124727,0.46956316,0.25893176,0.25893176,0.0,0.25893176,0.0,0.0,0.2895507,0.076106645,0.25893176,0.0,0.0,0.25893176,25.893178582191467,0.8608994034938672,0.5971745277419617,0.26242798935785233,0.0,0.7825330380436345,0.16921782635754734,0.18085409421871676,0.0,0.21275230631223335,0.0,0.3595104298438921,0.21275230631223335,0.0,0.07529163464429989,0.7973144742492513,0.557024501738017,0.0,0.8393542217398633,0.33985119384601403,0.0,0.0,0.0,0.0,0.0,0.0,0.2766873327427832,0.07167642778937285,0.0,0.0,0.0,0.0,21.275231317521097
121,0.829411,0.574392,0.24469128,0.0,0.80086786,0.09102612,0.11227006,0.0007997106,0.28346747,0.28346747,0.43707073,0.28346747,0.28346747,0.08619617,0.80285084,0.5682609,0.0,0.8624456,0.5782824,0.28346747,0.28346747,0.011691884,0.28346747,0.0,0.0,0.19600713,0.04002112,0.28346747,0.0,0.0,0.28346747,28.346747159957886,0.8548734324146762,0.5972319558046317,0.2585591458913471,0.0,0.7860538207176044,0.15178559943554237,0.17906171916054853,0.00010163880472741043,0.21191479449329295,0.0,0.37900773106012176,0.21191479449329295,0.0,0.08440445093858205,0.7999368383527375,0.5535186088540829,0.0,0.8413453342279559,0.3132921854738228,0.0,0.0,0.001745102165457524,0.0,0.0,0.0,0.27115732440823964,0.07345436451021221,0.0,0.0,0.0,0.0,21.191480132925406
122,0.81100976,0.5843344,0.19508174,0.29442802,0.7882271,0.19139309,0.21120241,0.0009643848,0.29442802,0.29442802,0.4161213,0.29442802,0.0,0.13533428,0.82529944,0.5247771,0.0,0.84068346,0.5184858,0.29442802,0.29442802,0.0,0.29442802,0.29442802,0.0,0.3565262,0.077975675,0.29442802,0.0,0.0,0.0,29.44279909133911,0.8464478724353074,0.5978035751278993,0.2450834968746408,0.0,0.7833021923371438,0.16102046315190074,0.17807283206789098,0.00024682992933828564,0.2096650967505793,0.0,0.3842578844629158,0.2096650967505793,0.0,0.07942759464924087,0.8021902276174846,0.5441611312765325,0.0,0.8374783670176037,0.26990731344228136,0.0,0.0,0.001744931998964614,0.0,0.0,0.0,0.2784174547537478,0.0707258482890034,0.0,0.0,0.0,0.0,20.96651035139695
123,0.85464734,0.608257,0.2934388,0.284441,0.7862367,0.18443868,0.22811432,0.006781118,0.284441,0.284441,0.42204,0.284441,0.0,0.20838161,0.7976126,0.556066,0.0,0.8388306,0.10306124,0.284441,0.284441,0.008885128,0.284441,0.0,0.0,0.25940546,0.101505935,0.284441,0.0,0.0,0.284441,28.44410240650177,0.8540005373145294,0.6007729466323523,0.2613087775188552,0.0,0.7840361933929508,0.15768763404260508,0.19011186003767472,0.0010185221026529512,0.21027843984343117,0.0,0.38568135334585435,0.21027843984343117,0.0,0.10895382536762162,0.8017992371142949,0.5509308094104891,0.0,0.8347179893424999,0.20484717182400097,0.0,0.0,0.002980710034870815,0.0,0.0,0.0,0.2852278725276415,0.07399952572905098,0.0,0.0,0.0,0.0,21.027844662660666
124,0.82570857,0.58055234,0.25504193,0.28039953,0.83979183,0.14462268,0.20905827,0.0022245029,0.28039953,0.28039953,0.47617736,0.28039953,0.0,0.1287963,0.8195473,0.6434133,0.0,0.8484858,0.28039953,0.28039953,0.0,0.0,0.28039953,0.0,0.0,0.296141,0.09922816,0.28039953,0.0,0.0,0.28039953,28.039950132369995,0.8551012423939774,0.605217876523631,0.2646872978514017,0.0,0.788246422992559,0.16396090612223005,0.19208435154239312,0.0013015068933869866,0.2127534508424499,0.0,0.3959744733970844,0.2127534508424499,0.0,0.12246867004767283,0.8041498954267028,0.5710289114785827,0.0,0.8359799639850455,0.20170154132039583,0.0,0.0,0.0017426067346535666,0.0,0.0,0.0,0.28301569573655105,0.08318892473822978,0.0,0.0,0.0,0.0,21.275345770546444
125,0.8689329,0.5735037,0.3564133,0.25960484,0.7902061,0.17823043,0.17759418,0.0,0.25960484,0.25960484,0.39446145,0.25960484,0.25960484,0.06488555,0.8016214,0.57910186,0.25960484,0.83837926,0.05163241,0.0,0.25960484,0.0,0.25960484,0.0,0.0,0.27299222,0.022956837,0.0,0.0,0.0,0.0,25.96048414707184,0.8566067755024059,0.6039055785111931,0.2726056929952331,0.0,0.7866848674066521,0.16953175905369203,0.1919349352134477,0.0007765609237427416,0.2132015260674156,0.0,0.3984980031243894,0.2132015260674156,0.0,0.11833204431195378,0.8056447265684501,0.5774819173852621,0.0,0.8381155481052264,0.20927888784291507,0.0,0.0,0.0017431070370167077,0.0,0.0,0.0,0.2806725156436373,0.07103154953136138,0.0,0.0,0.0,0.0,21.320153294488424
126,0.86404634,0.61292595,0.3094057,0.30337718,0.79891855,0.29593897,0.24960662,0.0003250843,0.30337718,0.30337718,0.5569429,0.30337718,0.30337718,0.03891944,0.8340042,0.60344344,0.0,0.8498587,0.19606535,0.30337718,0.30337718,0.021954166,0.30337718,0.0,0.0,0.35076258,0.0911806,0.30337718,0.0,0.0,0.0,30.33771812915802,0.8611555943828791,0.6069270411639691,0.2848756508734164,0.0,0.786446722412908,0.18959578841240612,0.18461205744343628,0.0005322778103045784,0.21617960720555607,0.0,0.4230576312522498,0.21617960720555607,0.0,0.10966398342458875,0.8091476139611531,0.5803046189423196,0.0,0.8417819535407208,0.21487769626178926,0.0,0.0,0.0030654282131825417,0.0,0.0,0.0,0.2926296671597404,0.08053509988566859,0.0,0.0,0.0,0.0,21.61796141790918
127,0.8634926,0.59481895,0.31315577,0.2835524,0.80279744,0.17788726,0.18208914,0.0,0.2835524,0.0,0.45673245,0.2835524,0.0,0.17518528,0.8085596,0.55340433,0.0,0.8830526,0.642163,0.2835524,0.2835524,0.0,0.2835524,0.0,0.0,0.28729814,0.064620756,0.2835524,0.0,0.0,0.0,28.35523784160614,0.8607220664868229,0.6075070419528158,0.28786314016717174,0.0,0.7902452846942788,0.19076090224716918,0.18823929543326304,0.0005322057023409015,0.21584777660239324,0.0,0.4210879747339317,0.21584777660239324,0.0,0.11760266030631164,0.810667914452098,0.5733048386087926,0.0,0.8418604965189328,0.20621749903979028,0.0,0.0,0.0017333496472035292,0.0,0.0,0.0,0.2856183018194559,0.07562276550680207,0.0,0.0,0.0,0.0,21.584778356522474
128,0.8428958,0.59725314,0.23047182,0.25667256,0.8193701,0.20323531,0.12528086,0.0,0.25667256,0.25667256,0.3680936,0.25667256,0.0,0.00039748964,0.824433,0.5842645,0.0,0.858127,0.28285035,0.0,0.25667256,0.0029992848,0.25667256,0.0,0.0,0.39889455,0.021574832,0.25667256,0.0,0.0,0.0,25.667256116867065,0.85537136281846,0.6079548377433995,0.2730147504427871,0.0,0.7923078866948354,0.19979250729669357,0.1875261806572846,0.0002540072670263393,0.21644465005321042,0.0,0.4229257355404158,0.21644465005321042,0.0,0.10429441111069764,0.8113044888936056,0.5699349232701523,0.0,0.8441504197865041,0.2512614416914491,0.0,0.0,0.0022936131302849208,0.0,0.0,0.0,0.2881486726078532,0.06635982903630364,0.0,0.0,0.0,0.0,21.64446570352959
129,0.85795635,0.5680393,0.3094668,0.0,0.7774326,0.11297772,0.13666813,0.0,0.23708838,0.23708838,0.33599892,0.23708838,0.23708838,0.047498185,0.795508,0.5752144,0.0,0.85106826,0.11937573,0.23708838,0.0,0.0,0.0,0.0,0.0,0.2784425,0.16156305,0.23708838,0.0,0.0,0.0,23.70883822441101,0.863057485616078,0.6043880210521119,0.2925958990270454,0.0,0.7899673392295808,0.19557925588491135,0.18063873893083127,0.0002540472140692459,0.21932876890745295,0.0,0.42878893919578137,0.21932876890745295,0.0,0.11392545440304831,0.8094983051666313,0.5737185642074276,0.0,0.8401548939589655,0.2834891703663782,0.0,0.0,0.0022936131302849208,0.0,0.0,0.0,0.3015647337810649,0.08062005648069476,0.0,0.0,0.0,0.0,21.932877598257456
130,0.8716565,0.5906402,0.30419096,0.0,0.8333672,0.20930827,0.16029222,0.00039443478,0.24049304,0.0,0.43409526,0.24049304,0.0,0.09892724,0.7994298,0.52734,0.0,0.88190013,0.0,0.0,0.24049304,0.0,0.24049304,0.0,0.0,0.37727776,0.16399948,0.24049304,0.0,0.0,0.0,24.0493044257164,0.8631862781045327,0.605352448876233,0.2960203190491973,0.0,0.7914012792593373,0.1971168873385252,0.185284553070198,0.00032167483752924294,0.2212808660673737,0.0,0.4225325133858164,0.2212808660673737,0.0,0.1257336666249052,0.8090653585274743,0.5775237509795873,0.0,0.8447045435078495,0.2865186391092958,0.0,0.0,0.0017418300486086269,0.0,0.0,0.0,0.3030488095323513,0.10759278498326234,0.0,0.0,0.0,0.0,22.128087320546616
131,0.8610327,0.614852,0.25246403,0.0,0.799448,0.23568505,0.12286267,0.0,0.27303696,0.27303696,0.40631142,0.27303696,0.0,0.05792141,0.8199403,0.583739,0.0,0.8831299,0.6305333,0.27303696,0.27303696,0.0,0.27303696,0.0,0.0,0.1873903,0.09757751,0.27303696,0.0,0.0,0.0,27.303695678710938,0.8601008806986759,0.6048410448694731,0.29320850117188196,0.0,0.7869668068123881,0.21171800973943578,0.18427693723334235,0.00018853467466846047,0.22225981677431536,0.0,0.4264871122600177,0.22225981677431536,0.0,0.10520486025526188,0.8101779777270302,0.5734762388585825,0.0,0.8486736292965208,0.34727079049426723,0.0,0.0,0.0017418122018978488,0.0,0.0,0.0,0.286346624638327,0.10485514778319152,0.0,0.0,0.0,0.0,22.225982394398685
132,0.8495905,0.58130944,0.19410083,0.27176464,0.80456024,0.21921587,0.2471968,0.0,0.27176464,0.0,0.389255,0.27176464,0.0,0.021615589,0.8176281,0.5587668,0.0,0.8650687,0.82869714,0.27176464,0.0,0.0,0.27176464,0.0,0.0,0.2868648,0.13024686,0.0,0.0,0.0,0.27176464,27.176466584205627,0.8626834575631439,0.6037845567453446,0.2970632777811414,0.0,0.7916781476890035,0.2132529027764235,0.19421243451355713,0.0001498608952492891,0.22321405924008192,0.0,0.4258928176049852,0.22321405924008192,0.0,0.09503961380622156,0.8121646068586883,0.5742713558080681,0.0,0.8487907684200462,0.35710662727114995,0.0,0.0,0.0017440279865107435,0.0,0.0,0.0,0.29154933406863115,0.10382415138827134,0.0,0.0,0.0,0.0,22.321406644053546
133,0.8592027,0.59018534,0.26682925,0.26217994,0.83188105,0.21405438,0.2251701,0.0025303827,0.26217994,0.26217994,0.3873475,0.26217994,0.0,0.11006522,0.80892164,0.5472575,0.0,0.8533051,0.08949977,0.0,0.26217994,0.020798331,0.26217994,0.0,0.0,0.27533698,0.20993361,0.26217994,0.0,0.0,0.0,26.217997074127197,0.8635127878928239,0.6040398246362721,0.2977801298608438,0.0,0.7938698069445796,0.21606518991497703,0.19516923185907303,0.0004276426260629392,0.22391940323531764,0.0,0.42417448871038455,0.22391940323531764,0.0,0.10034609877794048,0.8130942290167198,0.5761260868950192,0.0,0.8458034226865228,0.3313129923283655,0.0,0.0,0.004344784981623526,0.0,0.0,0.0,0.2985211461927157,0.12907505441969114,0.0,0.0,0.0,0.0,22.39194104585242
