epochs steps out_loss offset_loss train_accuracy time
1 28 0.274 2.687 0.880 67.422
1 29 0.305 2.334 0.871 67.668
1 30 0.213 3.058 0.920 67.989
1 31 0.233 3.197 0.894 68.334
1 32 0.725 3.411 0.786 68.603
1 33 0.179 2.947 0.931 68.888
1 34 0.578 3.898 0.832 69.052
1 35 0.281 2.279 0.881 69.210
1 36 0.238 2.838 0.906 69.471
1 37 0.200 3.014 0.924 69.783
1 38 0.908 3.958 0.735 70.169
1 39 0.209 3.200 0.914 70.534
1 40 0.369 2.376 0.865 70.785
1 41 0.232 2.812 0.899 71.150
1 42 0.277 2.872 0.923 71.423
1 43 0.303 2.677 0.903 71.660
1 44 0.337 2.164 0.869 71.877
1 45 0.302 2.980 0.900 72.119
1 46 0.521 2.907 0.788 72.307
1 47 0.240 2.856 0.905 72.607
1 48 0.222 2.946 0.916 72.947
1 49 0.228 2.836 0.914 73.251
1 50 0.361 2.396 0.854 73.576
1 51 0.360 2.669 0.849 73.872
1 52 0.299 2.807 0.880 74.189
1 53 0.456 2.517 0.829 74.464
1 54 0.158 2.693 0.943 74.747
1 55 0.346 2.675 0.876 75.063
1 56 0.302 2.937 0.884 75.405
1 57 0.366 2.735 0.848 75.694
1 58 0.304 2.585 0.879 75.966
1 59 0.222 3.206 0.909 76.265
1 60 0.202 2.707 0.926 76.538
1 61 0.295 2.609 0.884 76.759
1 62 0.394 2.689 0.828 76.987
1 63 0.373 2.197 0.873 77.184
1 64 0.415 2.177 0.866 77.359
1 65 0.390 3.654 0.881 77.591
1 66 0.197 2.669 0.933 77.886
1 67 0.507 2.548 0.794 78.038
1 68 0.392 2.799 0.846 78.282
1 69 0.183 2.811 0.934 78.554
1 70 0.189 2.887 0.923 78.877
1 71 0.282 2.532 0.899 79.152
1 72 0.260 2.654 0.889 79.450
1 73 0.287 2.836 0.884 79.762
1 74 0.271 2.818 0.879 80.096
1 75 0.392 2.566 0.843 80.394
1 76 0.471 3.010 0.812 80.639
1 77 0.196 2.921 0.925 80.978
1 78 0.286 2.530 0.891 81.242
1 79 0.274 2.813 0.897 81.599
1 80 0.610 3.789 0.778 81.868
1 81 0.202 2.812 0.916 82.146
1 82 0.218 2.770 0.919 82.466
1 83 0.289 2.660 0.886 82.713
1 84 0.459 2.331 0.825 82.905
1 85 0.216 2.813 0.908 83.219
1 86 0.334 2.596 0.840 83.479
1 87 0.467 3.808 0.866 83.942
1 88 0.268 3.001 0.896 84.269
1 89 0.419 2.372 0.827 84.523
1 90 0.225 3.062 0.912 84.911
1 91 0.473 2.344 0.811 85.144
1 92 0.262 2.725 0.890 85.456
1 93 0.402 2.480 0.836 85.722
1 94 0.610 3.439 0.804 86.007
1 95 0.245 2.825 0.904 86.330
1 96 0.262 2.657 0.905 86.535
1 97 0.178 3.019 0.929 86.880
1 98 0.246 2.623 0.895 87.172
1 99 0.188 3.551 0.927 87.590
1 100 0.184 3.470 0.916 88.026
1 101 0.253 2.206 0.919 88.243
1 102 0.193 3.051 0.926 88.521
1 103 0.217 3.010 0.917 88.876
1 104 0.240 3.203 0.915 89.263
1 105 0.259 3.606 0.962 89.691
1 106 0.648 3.936 0.784 90.028
1 107 0.201 2.861 0.923 90.373
1 108 1.188 2.172 0.670 90.570
1 109 0.167 2.709 0.936 90.826
1 110 0.196 2.875 0.924 91.156
1 111 0.372 2.530 0.817 91.458
1 112 0.203 3.045 0.918 91.808
1 113 0.286 2.814 0.885 92.135
1 114 0.416 2.646 0.807 92.424
1 115 0.221 3.103 0.911 92.797
1 116 0.359 2.410 0.857 93.049
1 117 0.202 2.994 0.912 93.409
1 118 0.206 2.866 0.915 93.718
1 119 0.219 2.945 0.913 94.038
1 120 0.162 2.897 0.943 94.355
1 121 0.333 2.355 0.820 94.598
1 122 0.300 2.506 0.857 94.804
1 123 0.191 2.775 0.921 95.097
1 124 0.242 2.927 0.905 95.464
1 125 0.134 2.858 0.950 95.834
1 126 0.621 3.039 0.754 96.032
1 127 0.224 3.025 0.910 96.337
1 128 0.377 2.419 0.841 96.608
1 129 0.158 2.700 0.945 96.904
1 130 0.375 2.655 0.830 97.190
1 131 0.227 2.764 0.905 97.509
1 132 0.272 2.580 0.899 97.785
1 133 0.318 2.973 0.881 98.103
1 134 0.191 2.818 0.930 98.430
1 135 0.208 3.466 0.941 98.702
1 136 0.191 2.785 0.928 99.029
1 137 0.449 2.169 0.800 99.220
1 138 0.256 2.712 0.891 99.497
1 139 0.446 2.197 0.828 99.724
1 140 0.335 2.650 0.845 100.022
1 141 0.252 2.625 0.907 100.292
1 142 0.281 2.715 0.896 100.614
1 143 0.203 2.818 0.922 100.918
1 144 0.306 3.232 0.840 101.152
1 145 0.193 2.574 0.926 101.425
1 146 0.372 2.343 0.845 101.673
1 147 0.301 2.922 0.884 102.025
1 148 0.349 2.297 0.848 102.294
1 149 0.231 2.678 0.910 102.593
2 0 0.142 3.098 0.950 116.495
2 1 0.231 2.372 0.908 116.759
2 2 0.199 2.777 0.942 117.042
2 3 0.308 2.849 0.880 117.347
2 4 0.255 2.885 0.913 117.688
2 5 0.108 3.423 0.965 118.160
2 6 0.160 2.616 0.932 118.458
2 7 0.276 2.905 0.908 118.623
2 8 0.419 3.629 0.845 118.920
2 9 0.214 3.189 0.920 119.205
2 10 0.201 3.045 0.928 119.515
2 11 0.311 2.494 0.884 119.793
2 12 0.174 2.628 0.944 120.011
2 13 0.377 4.170 0.838 120.274
2 14 0.133 2.873 0.955 120.617
2 15 0.456 2.124 0.847 120.832
2 16 0.250 2.310 0.911 121.069
2 17 0.237 2.621 0.902 121.390
2 18 0.201 2.916 0.920 121.697
2 19 0.210 3.043 0.915 122.024
2 20 0.150 2.985 0.937 122.330
2 21 0.416 2.956 0.838 122.669
2 22 0.351 2.702 0.861 122.994
2 23 0.170 3.840 0.941 123.388
2 24 0.148 2.826 0.946 123.674
2 25 0.387 2.220 0.863 123.895
2 26 0.127 2.528 0.958 124.128
2 27 0.171 3.200 0.932 124.449
2 28 0.120 2.944 0.959 124.806
2 29 0.223 2.796 0.912 125.113
2 30 0.334 2.483 0.885 125.275
2 31 0.155 2.930 0.939 125.590
2 32 0.248 3.074 0.902 125.851
2 33 0.183 2.843 0.935 126.181
2 34 0.565 2.422 0.753 126.396
2 35 0.357 2.254 0.853 126.622
2 36 0.180 3.025 0.926 126.968
2 37 0.187 3.132 0.929 127.336
2 38 0.325 2.563 0.861 127.607
2 39 0.181 2.721 0.923 127.928
2 40 0.193 2.737 0.931 128.266
2 41 0.330 3.184 0.915 128.558
2 42 0.194 3.058 0.929 128.868
2 43 0.266 3.016 0.908 129.192
2 44 0.299 2.453 0.876 129.449
2 45 0.373 2.119 0.866 129.629
2 46 0.227 2.508 0.912 129.940
2 47 0.252 2.072 0.932 130.112
2 48 0.243 2.577 0.899 130.399
2 49 0.220 2.700 0.913 130.715
2 50 0.648 3.308 0.776 130.897
2 51 0.318 2.101 0.881 131.039
2 52 0.301 2.394 0.882 131.276
2 53 0.190 3.077 0.921 131.609
2 54 0.239 2.318 0.923 131.897
2 55 0.208 2.729 0.908 132.199
2 56 0.170 3.050 0.942 132.570
2 57 0.230 2.724 0.903 132.832
2 58 0.213 2.978 0.903 133.019
2 59 0.186 2.667 0.929 133.273
2 60 0.181 2.670 0.933 133.573
2 61 0.244 2.354 0.923 133.876
2 62 0.200 3.009 0.925 134.224
2 63 0.178 2.694 0.933 134.535
2 64 0.399 2.538 0.840 134.813
2 65 0.152 2.874 0.936 135.121
2 66 0.173 2.976 0.926 135.448
2 67 0.390 2.450 0.828 135.695
2 68 0.305 2.747 0.869 136.042
2 69 0.226 2.684 0.903 136.322
2 70 0.333 2.712 0.890 136.507
2 71 0.215 2.777 0.923 136.816
2 72 0.349 2.144 0.844 137.032
2 73 0.093 3.051 0.975 137.281
2 74 0.263 2.677 0.901 137.488
2 75 0.212 3.441 0.921 137.769
2 76 0.232 2.674 0.895 138.011
2 77 0.143 3.089 0.946 138.353
2 78 0.243 2.726 0.900 138.634
2 79 0.265 2.735 0.900 138.976
2 80 0.196 2.878 0.918 139.319
2 81 0.276 2.748 0.880 139.585
2 82 0.203 2.665 0.912 139.848
2 83 0.201 2.459 0.929 140.142
2 84 0.186 2.723 0.922 140.457
2 85 0.285 2.679 0.887 140.778
2 86 0.250 2.611 0.899 141.045
2 87 0.350 2.541 0.854 141.336
2 88 0.207 3.067 0.928 141.615
2 89 0.219 2.670 0.917 141.918
2 90 0.151 2.783 0.934 142.213
2 91 0.242 2.583 0.928 142.438
2 92 0.221 2.365 0.916 142.694
2 93 0.206 2.682 0.909 142.984
2 94 0.297 2.321 0.872 143.282
2 95 0.152 3.004 0.939 143.640
2 96 0.442 2.051 0.804 143.872
2 97 0.143 2.840 0.941 144.189
2 98 0.420 2.745 0.814 144.360
2 99 0.322 2.434 0.866 144.637
2 100 0.173 3.013 0.928 145.001
2 101 0.209 2.865 0.925 145.271
2 102 0.140 2.864 0.949 145.620
2 103 0.193 2.280 0.932 145.902
2 104 0.155 2.698 0.940 146.213
2 105 0.199 2.276 0.937 146.475
2 106 0.343 1.984 0.842 146.667
2 107 0.196 2.908 0.916 147.006
2 108 0.179 2.648 0.924 147.280
2 109 0.260 2.074 0.900 147.456
2 110 0.368 2.285 0.855 147.677
2 111 0.158 3.149 0.937 148.023
2 112 0.095 3.369 0.975 148.411
2 113 0.208 2.479 0.928 148.647
2 114 0.311 2.248 0.864 148.899
2 115 0.189 2.990 0.920 149.208
2 116 0.243 2.318 0.908 149.469
2 117 0.169 2.698 0.930 149.818
2 118 0.384 2.604 0.851 150.149
2 119 0.082 3.514 0.982 150.610
2 120 0.258 3.117 0.904 150.871
2 121 0.194 2.649 0.918 151.201
2 122 0.240 2.715 0.888 151.469
2 123 0.153 3.094 0.941 151.809
2 124 0.509 3.291 0.850 152.087
2 125 0.292 2.676 0.903 152.269
2 126 0.296 2.037 0.893 152.486
2 127 0.139 2.895 0.943 152.832
2 128 0.201 1.945 0.929 153.069
2 129 0.145 2.722 0.944 153.366
2 130 0.224 2.207 0.906 153.645
2 131 0.149 2.777 0.940 153.976
2 132 0.154 2.846 0.935 154.292
2 133 0.239 2.104 0.918 154.515
2 134 0.570 2.706 0.780 154.644
2 135 0.516 3.339 0.874 154.979
2 136 0.203 2.695 0.932 155.236
2 137 0.177 2.740 0.930 155.557
2 138 0.181 2.851 0.927 155.948
2 139 0.330 2.175 0.859 156.199
2 140 0.270 2.132 0.893 156.466
2 141 0.148 2.856 0.940 156.778
2 142 0.148 2.841 0.943 157.074
2 143 0.376 3.313 0.904 157.304
2 144 0.284 2.264 0.887 157.557
2 145 0.178 2.942 0.932 157.929
2 146 0.484 4.232 0.856 158.094
2 147 0.312 1.990 0.898 158.284
2 148 0.393 2.718 0.795 158.455
2 149 0.074 3.308 0.984 158.805
3 0 0.159 2.710 0.945 173.296
3 1 0.342 2.697 0.884 173.681
3 2 0.340 2.176 0.860 173.922
3 3 0.135 2.602 0.946 174.200
3 4 0.394 2.317 0.852 174.447
3 5 0.184 3.336 0.929 174.794
3 6 0.352 2.454 0.849 175.053
3 7 0.128 2.542 0.958 175.415
3 8 0.114 3.207 0.952 175.756
3 9 0.285 2.020 0.886 175.958
3 10 0.212 2.634 0.916 176.262
3 11 0.129 2.847 0.951 176.553
3 12 0.368 2.409 0.853 176.791
3 13 0.142 3.137 0.942 177.166
3 14 0.155 2.246 0.953 177.412
3 15 0.153 2.732 0.940 177.689
3 16 0.184 2.859 0.919 178.003
3 17 0.204 2.790 0.922 178.312
3 18 0.073 3.349 0.993 178.728
3 19 0.282 2.006 0.897 178.937
3 20 0.147 2.825 0.942 179.264
3 21 0.258 2.707 0.875 179.552
3 22 0.192 2.868 0.921 179.848
3 23 0.283 2.317 0.885 180.128
3 24 0.253 2.645 0.896 180.399
3 25 0.295 2.787 0.872 180.709
3 26 0.209 2.655 0.910 181.036
3 27 0.165 2.795 0.929 181.363
3 28 0.261 1.912 0.917 181.573
3 29 1.099 3.673 0.609 181.848
3 30 0.179 3.191 0.919 182.203
3 31 0.204 3.111 0.913 182.460
3 32 0.705 2.472 0.787 182.625
3 33 0.221 2.162 0.925 182.859
3 34 0.294 2.361 0.880 183.142
3 35 0.276 2.715 0.884 183.393
3 36 0.247 2.634 0.901 183.702
3 37 0.394 2.539 0.834 183.879
3 38 0.238 3.007 0.933 184.064
3 39 0.133 2.770 0.949 184.320
3 40 0.316 1.927 0.870 184.513
3 41 0.199 3.985 0.935 184.818
3 42 0.143 2.711 0.947 185.110
3 43 0.369 2.329 0.848 185.347
3 44 0.174 2.966 0.935 185.673
3 45 0.220 2.988 0.923 185.879
3 46 0.139 2.909 0.949 186.215
3 47 0.329 3.215 0.881 186.550
3 48 0.267 2.320 0.891 186.780
3 49 0.179 2.861 0.931 187.095
3 50 0.265 2.448 0.901 187.341
3 51 0.202 2.901 0.931 187.606
3 52 0.189 2.869 0.925 187.931
3 53 0.147 3.079 0.950 188.289
3 54 0.286 2.867 0.899 188.619
3 55 0.170 2.676 0.923 188.906
3 56 0.252 2.590 0.884 189.135
3 57 0.256 3.925 0.890 189.413
3 58 0.532 2.441 0.764 189.600
3 59 0.192 3.280 0.920 189.960
3 60 0.295 2.749 0.872 190.205
3 61 0.349 3.600 0.899 190.612
3 62 0.161 2.800 0.936 190.936
3 63 0.185 2.560 0.932 191.184
3 64 0.539 3.778 0.790 191.529
3 65 0.144 2.906 0.944 191.849
3 66 0.192 2.691 0.927 192.150
3 67 0.202 2.485 0.925 192.415
3 68 0.268 2.563 0.883 192.694
3 69 0.188 2.949 0.924 193.029
3 70 0.325 2.367 0.867 193.268
3 71 0.149 2.724 0.938 193.547
3 72 0.246 2.101 0.902 193.715
3 73 0.192 2.968 0.928 193.997
3 74 0.367 2.504 0.831 194.335
3 75 0.280 3.715 0.882 194.615
3 76 0.232 2.485 0.901 194.904
3 77 0.144 3.098 0.939 195.254
3 78 0.229 2.073 0.921 195.438
3 79 0.212 2.792 0.919 195.782
3 80 0.250 2.292 0.907 196.066
3 81 0.137 3.503 0.946 196.398
3 82 0.171 3.157 0.947 196.722
3 83 0.177 2.663 0.933 197.043
3 84 0.360 2.306 0.859 197.270
3 85 0.208 3.461 0.917 197.550
3 86 0.137 3.019 0.946 197.904
3 87 0.201 2.738 0.926 198.216
3 88 0.189 2.938 0.922 198.534
3 89 0.233 2.513 0.906 198.829
3 90 0.202 2.796 0.921 199.174
3 91 0.359 2.546 0.856 199.485
3 92 0.127 2.795 0.955 199.802
3 93 0.299 2.634 0.882 199.943
3 94 0.285 1.987 0.905 200.111
3 95 0.187 2.905 0.928 200.431
3 96 0.302 1.937 0.883 200.663
3 97 0.200 2.959 0.919 201.013
3 98 0.176 3.254 0.935 201.320
3 99 0.136 2.831 0.950 201.664
3 100 0.377 2.406 0.845 201.949
3 101 0.155 2.792 0.941 202.270
3 102 0.342 2.261 0.860 202.493
3 103 0.193 3.173 0.925 202.801
3 104 0.395 2.406 0.825 203.018
3 105 0.109 3.725 0.978 203.481
3 106 0.095 3.433 0.981 203.878
3 107 0.248 1.951 0.906 204.113
3 108 0.133 2.812 0.943 204.377
3 109 0.252 2.548 0.887 204.696
3 110 0.196 2.648 0.924 205.011
3 111 0.141 2.928 0.941 205.299
3 112 0.146 2.801 0.946 205.590
3 113 0.221 2.735 0.902 205.839
3 114 0.196 2.657 0.920 206.097
3 115 0.133 2.722 0.948 206.368
3 116 0.225 2.978 0.918 206.683
3 117 0.238 2.530 0.905 206.843
3 118 0.173 3.025 0.930 207.172
3 119 0.213 2.350 0.927 207.496
3 120 0.111 3.587 0.963 207.944
3 121 0.160 2.692 0.946 208.286
3 122 0.255 1.925 0.904 208.512
3 123 0.231 3.382 0.911 208.734
3 124 0.112 2.691 0.955 208.933
3 125 0.183 2.797 0.917 209.250
3 126 0.165 2.802 0.939 209.608
3 127 0.282 2.429 0.904 209.854
3 128 0.162 2.422 0.942 210.134
3 129 0.149 2.895 0.942 210.453
3 130 0.132 2.570 0.952 210.703
3 131 0.431 1.999 0.817 210.906
3 132 0.232 2.045 0.911 211.109
3 133 0.198 2.877 0.922 211.399
3 134 0.164 2.402 0.929 211.643
3 135 0.148 2.918 0.947 211.938
3 136 0.131 3.047 0.946 212.258
3 137 0.256 2.437 0.895 212.497
3 138 0.139 2.984 0.943 212.824
3 139 0.166 2.356 0.946 213.072
3 140 0.242 2.808 0.900 213.456
3 141 0.162 3.040 0.937 213.735
3 142 0.111 2.840 0.956 214.037
3 143 0.164 2.731 0.946 214.288
3 144 0.257 1.982 0.909 214.463
3 145 0.256 2.723 0.906 214.751
3 146 0.273 2.539 0.887 215.056
3 147 0.134 2.790 0.944 215.361
3 148 0.233 2.644 0.905 215.660
3 149 0.228 1.967 0.922 215.891
4 0 0.133 2.586 0.952 230.107
4 1 0.194 2.795 0.918 230.488
4 2 0.154 2.825 0.937 230.818
4 3 0.232 2.627 0.893 231.111
4 4 0.190 2.197 0.916 231.358
4 5 0.193 3.198 0.947 231.717
4 6 0.211 2.799 0.921 231.932
4 7 0.409 4.180 0.843 232.134
4 8 0.165 2.603 0.936 232.438
4 9 0.121 2.778 0.954 232.639
4 10 0.193 2.549 0.922 232.854
4 11 0.230 2.512 0.907 233.185
4 12 0.097 2.628 0.962 233.463
4 13 0.260 3.628 0.915 233.733
4 14 0.163 2.059 0.948 233.888
4 15 0.155 2.634 0.932 234.142
4 16 0.213 2.287 0.905 234.419
4 17 0.131 3.051 0.945 234.777
4 18 0.118 3.407 0.963 235.132
4 19 0.323 2.421 0.858 235.439
4 20 0.110 2.911 0.960 235.747
4 21 0.333 2.319 0.851 235.980
4 22 0.115 2.813 0.957 236.276
4 23 0.279 2.522 0.872 236.551
4 24 0.172 2.842 0.942 236.851
4 25 0.328 2.364 0.859 237.122
4 26 0.139 2.719 0.949 237.418
4 27 0.311 2.238 0.880 237.619
4 28 0.177 2.740 0.928 237.922
4 29 0.474 2.132 0.787 238.161
4 30 0.154 2.604 0.927 238.459
4 31 0.177 3.056 0.948 238.694
4 32 0.136 3.007 0.949 239.061
4 33 0.237 2.352 0.900 239.305
4 34 0.184 2.610 0.936 239.609
4 35 0.179 2.859 0.927 239.986
4 36 0.136 2.324 0.949 240.238
4 37 0.113 3.034 0.955 240.556
4 38 0.141 3.004 0.938 240.880
4 39 0.116 2.574 0.954 241.164
4 40 0.132 3.011 0.948 241.540
4 41 0.317 2.548 0.858 241.825
4 42 0.211 1.975 0.933 242.013
4 43 0.197 1.982 0.937 242.174
4 44 0.252 3.157 0.897 242.485
4 45 0.163 2.730 0.931 242.838
4 46 0.212 2.457 0.917 243.109
4 47 0.191 2.797 0.931 243.420
4 48 0.149 2.737 0.944 243.731
4 49 0.200 2.932 0.923 244.038
4 50 0.194 2.589 0.923 244.347
4 51 0.206 2.463 0.924 244.581
4 52 0.167 3.116 0.930 244.926
4 53 0.100 3.023 0.963 245.286
4 54 0.337 2.854 0.864 245.669
4 55 0.056 3.497 0.988 246.163
4 56 1.154 2.494 0.709 246.355
4 57 0.116 2.924 0.959 246.680
4 58 0.139 2.729 0.951 247.010
4 59 0.160 2.255 0.943 247.241
4 60 0.200 3.124 0.930 247.426
4 61 0.166 2.705 0.935 247.678
4 62 0.621 2.802 0.822 247.841
4 63 0.137 2.828 0.939 248.146
4 64 0.248 3.105 0.912 248.491
4 65 0.152 2.388 0.944 248.730
4 66 0.141 2.836 0.945 249.041
4 67 0.286 2.477 0.883 249.350
4 68 0.121 2.934 0.951 249.638
4 69 0.245 2.449 0.901 249.844
4 70 0.335 2.110 0.872 250.002
4 71 0.189 2.765 0.938 250.306
4 72 0.165 3.362 0.935 250.639
4 73 0.226 2.686 0.898 250.931
4 74 0.743 3.414 0.775 251.087
4 75 0.312 2.445 0.877 251.341
4 76 0.201 2.245 0.929 251.599
4 77 0.262 3.737 0.940 252.068
4 78 0.212 2.706 0.919 252.361
4 79 0.139 2.722 0.953 252.669
4 80 0.234 2.906 0.903 253.031
4 81 0.298 3.060 0.902 253.409
4 82 0.203 2.762 0.927 253.763
4 83 0.195 2.587 0.916 254.068
4 84 0.150 2.755 0.950 254.379
4 85 0.506 2.108 0.789 254.607
4 86 0.195 2.768 0.933 254.939
4 87 0.160 2.490 0.942 255.171
4 88 0.213 2.689 0.914 255.487
4 89 0.201 2.604 0.933 255.735
4 90 0.169 2.691 0.942 256.073
4 91 0.287 2.457 0.885 256.321
4 92 0.157 2.950 0.947 256.650
4 93 0.334 2.050 0.877 256.861
4 94 0.186 2.469 0.929 257.066
4 95 0.197 2.787 0.922 257.413
4 96 0.287 2.314 0.888 257.676
