epoch,IoU_flat,IoU_fence,IoU_object,IoU_veget,IoU_terrain,IoU_building,IoU_car,mIoU,valIoU_flat,valIoU_fence,valIoU_object,valIoU_veget,valIoU_terrain,valIoU_building,valIoU_car,mVal_IoU
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7429349450954981,0.0,0.29588370069559267,0.9453938319513626,0.5220587014840741,0.8564346478205324,0.0,48.03865467210086
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7201022667808666,0.0,0.3867698691041518,0.9465128426393137,0.4675392064781497,0.807723553295959,0.0,47.55211054712058
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7750444143673186,0.0,0.37133001761821516,0.9500358051575426,0.6151638856086692,0.8742176215590489,0.0,51.22559634729706
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7552771091153032,0.0,0.4310810810468139,0.9417329726997711,0.5740483054701689,0.8048570423377264,0.0,50.099950152425485
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7091130225043348,0.0,0.3400790513565155,0.9511865454926101,0.5104998745333986,0.8448144704487628,0.038764044936561035,48.49224298960262
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6895404806703926,0.0,0.08885856477052026,0.9336922102582501,0.4622836699619136,0.781133534904002,0.0,42.22154943664398
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7661220059377226,0.0,0.4307339824539126,0.9156265457215672,0.6091541317792764,0.6705826743673441,0.0,48.46027628942605
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6711665321749729,0.0,0.33105274771345156,0.9330248304906713,0.3175927681892385,0.8160926429766584,0.0,43.841850307785606
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7319154653337173,0.0,0.4501056394888586,0.9467813747811378,0.5482540103392596,0.8526665383031784,0.0,50.42461468923074
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6880908701560823,0.0,0.3498236048468711,0.9414077825040688,0.41863179757986485,0.8124059276201079,0.0596401027971002,46.71428693577278
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7444646672456641,0.0,0.39730203487559623,0.9380028224381868,0.5568976375827599,0.7824716656888299,0.0,48.844840397586246
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728025729601333,0.0,0.28400817993586847,0.9274208735785684,0.514114040128893,0.8241607837388446,0.0,46.82470867119296
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7306290480818187,0.0,0.41861911670339214,0.9416686917394674,0.5114293379456445,0.8291724967372516,0.0,49.021695588679634
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7024687368871724,0.0,0.22351899547460408,0.936588009544306,0.43848345032748914,0.8203671905858436,0.0,44.59180546884879
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6908861601208909,0.0,0.302292263586255,0.9354355100913594,0.41442685472753904,0.8024680798973369,0.0,44.93584097747688
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696902275668088,0.0,0.5329529014199523,0.9435064925201487,0.44598056907434996,0.7858053288135671,0.0,48.64496524994438
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6579746168161265,0.0,0.5204518893244681,0.9442136127492118,0.48543259796518895,0.8278416195197638,0.0,49.08449051963941
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7400870046057656,0.0,0.4397792705982262,0.9464115855273317,0.5232638993848423,0.8674998825251669,0.0,50.24345203773331
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7307827319953816,0.0,0.373711143330504,0.9426147613096988,0.5376171373456035,0.8131585648189891,0.0,48.54120484000252
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198583113231016,0.0,0.34517034065369373,0.9429777650093161,0.502177931192704,0.8363591756521547,0.0,47.80776462615672
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573728409662462,0.0,0.3777053758143119,0.9493085795466966,0.5521414905385273,0.8423278218240366,0.0,49.69794440985455
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7608366740048567,0.0,0.40085086264863695,0.9501470529834345,0.58972466268012,0.8656931524367749,0.0,50.96074863934034
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001640487927303,0.0,0.3615164735699175,0.9439671598367382,0.4109993870159797,0.8076460950202362,0.0,46.06133091765145
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7160609087591356,0.0,0.3987627884527906,0.9298990334657736,0.5372973852291392,0.843093625438992,0.0,48.93019630494044
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7037887628162408,0.0,0.5090541695415362,0.9523199313279598,0.53642585931121,0.8759037615916475,0.0,51.107035494122776
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7414396156214268,0.0,0.45398340894866307,0.9516958303006445,0.5632022434597231,0.8642457625985581,0.0,51.065240870414506
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7054330923944332,0.0,0.4988129154401066,0.942979750283922,0.47503696546737956,0.8419380653194712,0.0,49.48858269864732
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6998627908209895,0.0,0.47928667241542755,0.9405134381094347,0.40345573828184667,0.8051615276061405,0.0,47.54685953191199
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7443463127793903,0.0,0.4844354838319003,0.9456699625720143,0.6001911029794686,0.7898919809946866,0.0,50.92192633082087
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7125716431248135,0.0,0.2668104136506301,0.9425270435961269,0.5676608469543651,0.8398321489877258,0.0,47.562887090195154
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7112066849292669,0.0,0.4486105674795608,0.9398411961254459,0.45323826401760814,0.8237733915531295,0.0,48.2381443443573
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7456559092152474,0.0,0.5210855288771987,0.9570709782310557,0.5400017781022631,0.850836290517388,0.0,51.637864070616466
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7904434734002246,0.0,0.3960950627833804,0.9526106310457786,0.6353949184191866,0.8810778153590977,0.0,52.22317001439525
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7257768201776938,0.0,0.34322033895561077,0.9454740596248608,0.5013833501865781,0.8422553671665646,0.0,47.9729990873044
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7068591709883134,0.0,0.5390013494912954,0.9393809320870269,0.4396166845145562,0.8878914105035923,0.0,50.182136394068344
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7271674051105754,0.0,0.49195636816354416,0.9518731883160916,0.5472270454034996,0.8998572645056452,0.0,51.68687530713366
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7250456013306156,0.0,0.3501638832253657,0.942837720733815,0.5325923410466209,0.8403336024870701,0.0,48.442473554621245
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7100873200720051,0.0,0.40770465486294505,0.9466553987164487,0.5143198369516588,0.8544098022460949,0.0,49.04538589784504
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7245464699884792,0.0,0.27298318987589615,0.9442069266839659,0.5145833110414961,0.8268449416969866,0.0,46.90235484695462
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6689406126861496,0.0,0.3727122770895678,0.9449688018309634,0.47287313691734295,0.8450139874559303,0.0,47.20726879971363
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7572279075628466,0.0,0.39468204385754585,0.9463878940686267,0.5632037001544563,0.8560131358028661,0.0,50.25020973494774
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7466971571851361,0.0,0.5042649657646765,0.9511591598202599,0.5670848180562793,0.8902637381066006,0.0,52.27814055618503
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283038776035007,0.0,0.3109832965402629,0.9409429837181709,0.5909147031064867,0.838239235838614,0.0,48.70548709724336
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7354418050685826,0.0,0.38395838183213304,0.9518964021528955,0.5112450827091934,0.881515903006266,0.0,49.48653678241529
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7417253830590232,0.0,0.3552141895355757,0.9446366781992508,0.5899039597830902,0.830186884768294,0.0,49.45238707636048
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7247955605088411,0.0,0.397276762175786,0.9515806083431738,0.46537482392271406,0.8677831854081046,0.0,48.66872771940886
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6439732519214142,0.0,0.2633216010261667,0.9303309930683763,0.5789007972111738,0.802729360887316,0.0,45.98937148734924
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702827587331824,0.0,0.44570596794427175,0.9491121415904918,0.5376129819377943,0.8485182598791023,0.0,49.30331585835489
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6951426355672565,0.0,0.24672104924450408,0.933125550612702,0.46687289859379283,0.8081669284176498,0.0007909306615367966,45.011714187106314
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7448454183103767,0.0,0.3773080660530201,0.9461080401037762,0.5395456747161442,0.831046507437704,0.0,49.126481523157445
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7418339110773721,0.0,0.4528449557444748,0.9484591267095688,0.5715560680478421,0.8441490398571481,0.0,50.840615734805795
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7019492536528615,0.0,0.34686637758400735,0.9461717064428012,0.5642549062915719,0.855018497462884,0.0,48.77515344905895
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662302557685389,0.0,0.5030181086114272,0.9461194987119651,0.5072245227601476,0.8445264992158749,0.0,49.47415981406863
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7264135329518747,0.0,0.3511235954782207,0.9403315703471202,0.5288273654589254,0.7959617948024806,0.0,47.752255129123164
