epoch,IoU_rail track,IoU_gate,IoU_person,IoU_vegetation,IoU_terrain,IoU_garage,IoU_license plate,mIoU,valIoU_rail track,valIoU_gate,valIoU_person,valIoU_vegetation,valIoU_terrain,valIoU_garage,valIoU_license plate,mVal_IoU
102,0.92552406,0.2390492,0.571944,0.82677436,0.5933675,0.8661764,0.90010786,70.32776474952698,0.9173504659129994,0.24352373790183465,0.4801632517753972,0.7900746251688031,0.5436407392797242,0.7810946294819846,0.847460393189952,65.76154061015279
103,0.9157872,0.25724834,0.46185255,0.82110184,0.52782744,0.85678315,0.8943248,67.6417887210846,0.9177794224393777,0.248481224992023,0.4741980314526118,0.7966704964418588,0.5420606127278803,0.792006843101403,0.8553780401745833,66.09392387613912
104,0.910642,0.2779604,0.4476841,0.8000952,0.5229629,0.83511174,0.8460171,66.29247665405273,0.9166227883226269,0.24945005898475325,0.4701981508923689,0.7977493354464686,0.5367567273332257,0.7982886844323992,0.8567378230416154,66.08290812076369
105,0.9120897,0.13134933,0.532467,0.77868754,0.55954957,0.78533643,0.84086657,64.86209034919739,0.9163198036632124,0.22430427468466377,0.47326600613985464,0.794953164034997,0.5409775681062989,0.7985653122767267,0.8562771880742702,65.78090452828604
106,0.9181131,0.30384868,0.45517275,0.7949993,0.54581374,0.8108076,0.7856963,65.92074036598206,0.9171662919398619,0.23630493225707933,0.46570595322142266,0.7960072655984961,0.5447193253326277,0.7986448929087666,0.8444948921678683,65.75776504894462
107,0.9150156,0.28731325,0.4585371,0.8175946,0.58231145,0.8293917,0.82540816,67.36531257629395,0.9164406802181367,0.247827539189317,0.46185245942113884,0.8026846238527339,0.543458940844485,0.8065883870758458,0.8377012324368398,65.95076947197853
108,0.9194937,0.24144073,0.5354202,0.80361146,0.5681782,0.82593423,0.8798185,68.19853186607361,0.917738406508797,0.24995302553460208,0.46069274419614714,0.8021433613947192,0.5450812703485246,0.807774153423083,0.8479436507704546,66.1618087453761
109,0.92065847,0.21128954,0.4175574,0.79600453,0.59863836,0.80236816,0.8130487,65.13664126396179,0.9184464175962717,0.2520964784412317,0.44829839653429326,0.8016001113458348,0.5488937124681113,0.807142219366717,0.843365442131845,65.99775396977579
110,0.9018356,0.27260852,0.4764336,0.80235714,0.555323,0.8014598,0.785807,65.6546413898468,0.9180149756452674,0.2568571241056425,0.45309185214381653,0.8032905734816177,0.5500374340039765,0.8089305622976691,0.8345850414206215,66.0686794728373
111,0.91404015,0.3071706,0.43555868,0.7934614,0.3872126,0.85832745,0.8056529,64.3060564994812,0.9173106161287965,0.25793230863386235,0.45609853444926163,0.8027947889861351,0.5316494905099604,0.817799056399551,0.8385960488640118,66.0311549138797
112,0.9152991,0.101119734,0.44948852,0.7615666,0.526172,0.7793873,0.7665035,61.42195463180542,0.9162143284965854,0.2372301340227043,0.4576588589179489,0.7945983067925988,0.5296478616966832,0.8081989126335293,0.8248310089412637,65.26256302144733
113,0.8848314,0.34909424,0.5191265,0.79819334,0.39168525,0.8089539,0.8668347,65.9817099571228,0.9090248982816709,0.25018619689936267,0.4915658191097469,0.7963866321766394,0.49802325985153734,0.8099393970545175,0.8357183897686007,65.58349418774394
114,0.8850581,0.23592198,0.45701995,0.83020693,0.5338286,0.8555113,0.8275823,66.07327461242676,0.9060074434219537,0.24680208483600538,0.49711419850240607,0.7989921430091054,0.5002150781174092,0.8116975139411354,0.8412382129045006,65.74380963903594
115,0.9159771,0.273315,0.4840338,0.82542956,0.56716305,0.86098146,0.867678,68.49397420883179,0.9088767223701474,0.25499923215010845,0.4962023782258548,0.8011945411993242,0.5121296381958146,0.8167479886351002,0.8470153464061384,66.24522638832126
116,0.9178307,0.23077525,0.49684206,0.82222134,0.5701429,0.8616522,0.8952007,68.49521994590759,0.9080775612408849,0.24185795923323333,0.5023092521124226,0.8012419890620974,0.5117470935558779,0.818126443160676,0.8522812738639458,66.22345103184483
117,0.9173437,0.24765591,0.43554276,0.8184419,0.5574087,0.8493893,0.8400208,66.65433049201965,0.9096068151713743,0.2374082468652896,0.502859018903945,0.8018270158339222,0.5163826764428869,0.8177129219826258,0.8491288291745148,66.2132217767794
118,0.92130655,0.237184,0.58126885,0.81107897,0.5719803,0.8186881,0.85258687,68.48705410957336,0.9117955646461131,0.2377256646512177,0.5165034862975997,0.8033009797155213,0.5176860425725363,0.819266304091488,0.8509869091304867,66.53235644435662
119,0.910196,0.22171031,0.4709187,0.7974062,0.5026481,0.8278777,0.89472276,66.07828140258789,0.9138237776169327,0.24076178699652348,0.5221503795653712,0.8038978704083947,0.5246296099827034,0.821445426687946,0.8519831148914124,66.83845665927548
120,0.91786206,0.37914944,0.51218355,0.83573765,0.56688577,0.8342134,0.86901724,70.21498680114746,0.9155286587578922,0.2604466306548773,0.5212999731890926,0.8078072945504294,0.5324254844497205,0.8251967405601307,0.8522052197141397,67.35585716966118
121,0.8997772,0.33557206,0.47083536,0.8138881,0.4531506,0.8203612,0.85581875,66.42003655433655,0.9135230850816503,0.2657074489391644,0.5192989946180474,0.8090641931727599,0.5293997535245969,0.8226116225885468,0.8541974292587262,67.34003610262131
122,0.9116166,0.2128855,0.5020518,0.80386823,0.5824332,0.77656925,0.84959537,66.27172231674194,0.9132726677782106,0.2609856477007828,0.5092418934915898,0.8087688114728498,0.530551926703969,0.8210439677809684,0.8548813221726134,67.12494624429978
123,0.9166043,0.32162842,0.5017793,0.7991425,0.5587609,0.7873506,0.8012342,66.94999933242798,0.9152621347162617,0.26548014968924394,0.5037279059730363,0.8055042314877419,0.5357086026564938,0.8106669012823796,0.8507715224997037,66.95887783292659
124,0.9222145,0.22636028,0.36299384,0.7987417,0.59369296,0.790519,0.8202905,64.49732780456543,0.9160242127205589,0.2581797053491446,0.46909002646709025,0.8018191069842429,0.536545104412206,0.8092776428984961,0.8429282118171606,66.19805729498428
125,0.9151099,0.21713205,0.50379413,0.805365,0.546275,0.8362811,0.8857152,67.28103756904602,0.914979311500072,0.25193612196989185,0.4727570449518074,0.8027480855715056,0.5344511786657189,0.814473833635788,0.8524945965443625,66.34057389770209
126,0.91082054,0.14653315,0.40030038,0.800274,0.5191554,0.82367146,0.84247017,63.47464323043823,0.9162632614711352,0.23347107708128487,0.48233025549634195,0.8018634060840245,0.540839237084826,0.8102189504431465,0.8525118684792701,66.24997223057184
127,0.91493,0.28456143,0.37595457,0.8151338,0.49477583,0.8687381,0.79089975,64.92847800254822,0.916627520189504,0.23711154820233943,0.47661440279039363,0.8024895696745994,0.5379592746266535,0.8148380471498441,0.8466801396663279,66.17600717570944
128,0.90031165,0.2574739,0.3785465,0.82259965,0.5086023,0.8811251,0.80626655,65.07037281990051,0.9165084052368383,0.24767919279315945,0.4635285221188773,0.8064276170360142,0.5440910343437326,0.8236154924931898,0.8501817910062833,66.45760078611565
129,0.92391753,0.27938703,0.41681856,0.80000764,0.6107906,0.7972096,0.83386207,66.59989953041077,0.916767481965954,0.25780016189562055,0.4758360025909085,0.8072686776243584,0.5446509605836746,0.8227760366999792,0.8564519558944002,66.87930396078421
130,0.9213415,0.37297693,0.5335209,0.8284658,0.5402449,0.85237896,0.8491021,69.97187733650208,0.9182223908635787,0.27536118807768767,0.4770871517531004,0.8101398893417299,0.5437871768134728,0.8239065611782876,0.8526158607842864,67.15886026874492
131,0.926941,0.21154438,0.52089244,0.8272979,0.61674094,0.83006835,0.8605285,68.48590970039368,0.9191574677412985,0.26898263219674545,0.46997591768793595,0.8123102358758242,0.5519094986143971,0.8240269482674877,0.8543883247848555,67.15358607383635
132,0.90624744,0.19597158,0.49445024,0.80770504,0.49139985,0.85959285,0.82213587,65.39289355278015,0.9187699674342589,0.2600284536366222,0.4772083334278299,0.8118677188400755,0.5468322095801069,0.8272215972373228,0.8505936159594555,67.03602708736673
133,0.8920268,0.30068296,0.45099673,0.8060576,0.47437766,0.83137965,0.8500011,65.79317450523376,0.914769161564603,0.26020556311928716,0.4752050449839681,0.8093583237534552,0.5308945575328495,0.8228973435991719,0.8561009513177475,66.70615636958689
134,0.9136591,0.21626024,0.48637524,0.7787103,0.5682583,0.7738268,0.8168077,65.0556743144989,0.9143551196035196,0.252187995738102,0.48218643691650137,0.8045855320300274,0.5303529445066962,0.8183702933315743,0.8543500563432601,66.5198339781383
135,0.9214364,0.20557983,0.5378688,0.8088142,0.5528205,0.8432092,0.88993347,67.99517869949341,0.9145652410811788,0.2523019629402809,0.5019603599775716,0.8071274241930865,0.5332384253771032,0.8236146968031055,0.8613235443759523,67.05902363926111
136,0.9019542,0.27792048,0.37714672,0.8081133,0.5095457,0.8430535,0.8326694,65.00576734542847,0.9137920636910826,0.261998784861439,0.4938171838763441,0.8101850708058381,0.5368695670343611,0.8288466947711473,0.8587591204385902,67.20383550684002
137,0.9065596,0.22402021,0.4614297,0.7945825,0.5383351,0.8078606,0.8073738,64.85944986343384,0.9160909092879638,0.25169824232005744,0.4912181852598262,0.8085092503692062,0.5459356210370618,0.8253866894314201,0.8543364367076675,67.04536192018861
138,0.9151828,0.35722274,0.52881616,0.8253602,0.58697367,0.85711163,0.8537955,70.3494668006897,0.9169938114829074,0.2649366217422789,0.49298346240481117,0.8115346071014689,0.5504469924050014,0.8281595582896527,0.8536782003424948,67.41047505383736
139,0.9190057,0.42499894,0.48368874,0.83612376,0.50403786,0.8514245,0.8669157,69.80279088020325,0.9178489927132163,0.2863949256997067,0.5001633669576042,0.8150806033211615,0.5491325093764662,0.8278941779147538,0.8582609902995127,67.92536523260601
140,0.92607635,0.32492724,0.50726146,0.8133189,0.49631268,0.8563149,0.8939536,68.83093118667603,0.9181424856168205,0.3011741952991766,0.5072424665760288,0.8168195581475295,0.5397390824863482,0.8290638688603224,0.8649379623626162,68.24456599069775
141,0.9195052,0.26338035,0.37579134,0.792244,0.5666238,0.75554234,0.8693224,64.89156484603882,0.9176276146724666,0.2894536920553866,0.49713599899986094,0.8139840013633269,0.5397690851441067,0.8212683243694143,0.8672203471916112,67.80655805423105
142,0.9126852,0.3952427,0.43937325,0.80614156,0.522298,0.81405765,0.82603055,67.36898422241211,0.9166267208918034,0.30888870499516907,0.49258050973553313,0.8117542282442223,0.5330186375778156,0.816278879602657,0.8561295852873431,67.64681809049348
143,0.92334384,0.2241959,0.53234065,0.793838,0.45618272,0.8413152,0.8590443,66.14657640457153,0.9171794899512997,0.2937254399873597,0.49126895824678507,0.8089987449828876,0.5271166631132175,0.8206546307775688,0.8462323743111475,67.2168043052895
144,0.919603,0.20033133,0.46054295,0.7948457,0.5044455,0.8031492,0.8693202,65.03196954727173,0.9170657317071038,0.28286461077705766,0.4863783201289198,0.8074814734353143,0.5231548094857019,0.8186130511504727,0.8492027843155908,66.92515401428801
145,0.8891205,0.2600903,0.44466844,0.800746,0.45084235,0.8251131,0.7885214,63.701456785202026,0.9114992071029265,0.2876400739176196,0.48295375894664777,0.8089843695569512,0.5107397459865308,0.818115761528899,0.846632018982838,66.66521337174875
146,0.92531985,0.26411286,0.4734757,0.8151869,0.58432174,0.831944,0.8298057,67.48809814453125,0.912823445887356,0.2838086033931003,0.49415134045215814,0.8097642668301476,0.5166549281450517,0.8167943794690383,0.8482878323730016,66.88978280785506
147,0.9209027,0.27726698,0.48397925,0.8130473,0.45006785,0.86580527,0.9003848,67.30648875236511,0.9163529434091346,0.27972963142534135,0.49852982357766606,0.8092213104923632,0.5253243258080906,0.818008239828018,0.8548752779370139,67.17202217825182
148,0.91844326,0.22404596,0.4664669,0.819207,0.5647942,0.8353216,0.8369391,66.64596796035767,0.9160777527167913,0.2740119571306842,0.5085278276469323,0.8106325096225175,0.5294306231083697,0.817340346706332,0.8603857700043409,67.37723981337098
149,0.91889566,0.23751383,0.5432655,0.7763676,0.5659128,0.76562226,0.880765,66.97632074356079,0.9162624098392277,0.27526676584289317,0.5088480513291689,0.807036528811231,0.5352256069549582,0.8068206374579324,0.8638158739187063,67.33251248791596
150,0.925911,0.3051277,0.47249088,0.83149517,0.6028817,0.8627993,0.88048345,69.73127722740173,0.9180172169238361,0.2773058023585065,0.5083746594945208,0.8089217545932399,0.5421616671216049,0.8096777180609241,0.8666534315438295,67.58731785852089
151,0.9242355,0.35435018,0.42545697,0.81666565,0.5785417,0.83222705,0.8517795,68.33223700523376,0.9183042805119801,0.29060231315085244,0.4989684576217733,0.8095739538810486,0.545555679431688,0.8088603474097772,0.8602548004152614,67.6017118917483
152,0.9256845,0.3148661,0.50625646,0.82881504,0.5595335,0.8641666,0.8563477,69.36671137809753,0.9187172320078053,0.292160180219706,0.49928954420326954,0.8110508225982093,0.5438988730323069,0.8101860574785827,0.8616082195163625,67.67015612937489
153,0.9229233,0.20439945,0.3546515,0.80410314,0.44441283,0.8331674,0.8657972,63.27792406082153,0.9196015208998953,0.2828104297289043,0.4807056979537652,0.8087016458089558,0.5223866854609053,0.8133977230419301,0.8599711999684904,66.96535575518352
154,0.91716033,0.22946979,0.44283316,0.80553883,0.55847853,0.8369715,0.821503,65.88507294654846,0.9196155561525133,0.27425424031755646,0.4867317580438229,0.8075899495626804,0.5234598835966281,0.8114937572854585,0.8582785554163632,66.87748143392889
155,0.91445875,0.2627441,0.52512336,0.8216575,0.5126166,0.8330113,0.8600001,67.56588220596313,0.9187614338633254,0.27037687405179806,0.47646260082289454,0.8097257860414155,0.5224679191801695,0.8144079984044666,0.8588664126773421,66.7295575005916
156,0.9016916,0.23869818,0.37349918,0.8137027,0.4525621,0.846391,0.86354,64.14406895637512,0.9197840266679653,0.2681634436538872,0.4693142560283147,0.8103397416804988,0.5291663254771011,0.8165400750201945,0.8612801644370156,66.77982904235682
157,0.9134328,0.21000545,0.4359925,0.7932346,0.48249513,0.8484924,0.822047,64.3671452999115,0.9176347794403767,0.2617425814281162,0.4471133981884857,0.8098464453969483,0.5198253569478121,0.8207755323982386,0.8633882903815697,66.29037691687924
158,0.84292924,0.22712064,0.54800504,0.7867164,0.38641894,0.804198,0.8606895,63.658249378204346,0.9047812901425561,0.25957049331409526,0.4800946496757489,0.8097651199421048,0.49157049327358004,0.8213431654271888,0.8664132095528031,66.19340601897254
159,0.9119365,0.36163414,0.559882,0.8125628,0.54013324,0.81176347,0.8377058,69.08025741577148,0.9071232685995894,0.28199967385449254,0.4894295557358278,0.8105444134468879,0.49841345377021357,0.8196450924214335,0.8659098719810219,66.75807614013523
160,0.91670394,0.28424942,0.57763714,0.8278645,0.53313124,0.8671819,0.8791416,69.79870796203613,0.9113247112207058,0.28418805732885616,0.5026532153909533,0.8134623735330551,0.5109937137383658,0.8248704590206337,0.8707692316970042,67.40373945613676
161,0.90747726,0.32493412,0.5305837,0.82842696,0.5184692,0.858605,0.8919438,69.43486332893372,0.9139752051731822,0.2775710090003063,0.5112420712708771,0.8139972431988677,0.5207094644670259,0.8252526345220716,0.869207749227956,67.59936252657552
162,0.9212746,0.25017983,0.53838533,0.8302475,0.5878142,0.81133235,0.8779475,68.81687045097351,0.9147864585507921,0.28105656807027785,0.5050182777277659,0.8178615319794811,0.5241677097124331,0.8253884706270942,0.8721064098810014,67.71979180784065
163,0.9181586,0.20802361,0.444909,0.8026585,0.5475231,0.8153383,0.87308836,65.85284471511841,0.9157140555181008,0.2692134781544497,0.5026320688840991,0.8151501272661008,0.53059277289359,0.8251273454765858,0.8746065442546977,67.61480560639461
164,0.9320967,0.22855674,0.4381507,0.77730644,0.458436,0.7878025,0.86088175,64.04615044593811,0.9170069344930974,0.27019694373017844,0.4911114658791781,0.8085903547736067,0.5069640204063679,0.8218816691170475,0.8687495678116136,66.921442231587
165,0.90925324,0.21505855,0.48844045,0.8083332,0.5600649,0.8500477,0.8197569,66.442209482193,0.9166849868392123,0.2645494713802124,0.47969475810468964,0.8088164646548889,0.5160830233257575,0.8236448826462079,0.85924009323503,66.69590971694284
166,0.9058589,0.26610455,0.54593456,0.808363,0.44386017,0.85955197,0.869779,67.1350359916687,0.9164200578506418,0.270885807281599,0.487294980620686,0.808733658504217,0.5118796907554504,0.8249737828634128,0.8590073516324915,66.84564756440713
167,0.9223509,0.3070366,0.48582262,0.82194793,0.5962259,0.82233256,0.88774216,69.1922664642334,0.9165418454787198,0.2771274727916208,0.4848441678235229,0.8083878309954508,0.5126446261771634,0.8221020586552533,0.8654432730150622,66.95844678481133
168,0.9258733,0.2545115,0.54793745,0.8040395,0.52169645,0.84617525,0.87558544,68.22598576545715,0.9179249546245851,0.27028912707674246,0.48158218348502685,0.8070964666641155,0.5208368399014016,0.8209086222568036,0.8626011603449681,66.87484791933775
169,0.9040657,0.37545216,0.5356958,0.82136923,0.4560345,0.8533598,0.8740663,68.8577651977539,0.917864326440803,0.2884459949044844,0.4794019608744811,0.8107104135619719,0.5236575530128662,0.8258143107505842,0.8655174796972025,67.30588627489134
170,0.92497337,0.2354842,0.53446037,0.8187715,0.53844374,0.86096144,0.8633448,68.23485493659973,0.9173890810777766,0.28514920252387216,0.4926606792017666,0.8109015039723257,0.5204348596763244,0.829840757163271,0.8645476658217058,67.4417678491006
171,0.92346615,0.28990304,0.5157592,0.816682,0.5971569,0.83354706,0.85170555,68.97457242012024,0.9185041158769888,0.2849855405207663,0.4910861409262708,0.8122827828290184,0.526294407132847,0.8298754354356485,0.8645871504641912,67.53736533122473
172,0.9200864,0.28047535,0.5491202,0.8128642,0.604422,0.81193674,0.8656461,69.2078709602356,0.9195389279038599,0.2926587606179715,0.5039414769490658,0.8133970624253621,0.5394290114015436,0.8245796246869522,0.8640030944136178,67.96497083426249
173,0.9165533,0.19793226,0.49345705,0.80186325,0.5535327,0.8152996,0.89372396,66.74803495407104,0.918607321175439,0.2873211504611579,0.5108488414511246,0.8125626600456226,0.5318251952813211,0.8237806343594775,0.8692658944450081,67.91730996027357
174,0.91881776,0.35691407,0.5151894,0.8276601,0.54398614,0.831528,0.8614621,69.36510801315308,0.9181004638495976,0.2983687867025564,0.523436184470795,0.8151430209204246,0.539802622810307,0.8227901382073436,0.8612576635799015,68.2699840077275
175,0.92232764,0.34403676,0.39132205,0.8305433,0.4942505,0.83086586,0.87635636,66.99575185775757,0.9192609418157334,0.3005786867901237,0.5187928793432748,0.8171627618540969,0.5415700392644327,0.8218193623121361,0.8640998041837554,68.33263536519361
176,0.90991455,0.30968636,0.5173002,0.8193729,0.53482527,0.8531964,0.8527521,68.52925419807434,0.9181586948541773,0.3096002934020004,0.5193341476904721,0.8166836645972124,0.5346363616291263,0.825480222639204,0.8613869292094392,68.36114734316617
177,0.92645633,0.28367525,0.50825834,0.8157035,0.5644738,0.84096336,0.8765439,68.80106329917908,0.9193767334566219,0.31377153589844076,0.5232600757761606,0.8167835274206096,0.536333109319436,0.8267370394748988,0.86136472205659,68.53752490575367
178,0.92346597,0.25276554,0.5171564,0.8297342,0.5884091,0.8605598,0.8879765,69.42954063415527,0.9181609517096408,0.3096608440442867,0.5185236243979741,0.8178903140130905,0.5363359017016127,0.8260852932951258,0.8638313842509934,68.43554733446749
179,0.92560333,0.26480016,0.5621851,0.81528515,0.5982341,0.8277702,0.8716566,69.50764060020447,0.9179304886253923,0.2954342716232673,0.5154976537404857,0.8154782278844269,0.5336270933879429,0.8252331400357693,0.8658666780413087,68.12953647626561
180,0.9284668,0.27319434,0.4477369,0.8046305,0.610674,0.7865836,0.8742933,67.50827431678772,0.9194950541988843,0.28785112519945677,0.5164034861426785,0.8162083236036676,0.539100358310063,0.82801570901047,0.8645017068450158,68.16536804728909
181,0.93529207,0.25911364,0.47079167,0.81513655,0.569089,0.84321034,0.8619461,67.92255640029907,0.9205922681757962,0.2823585249919587,0.5193041298847296,0.8142842575826313,0.5356965491430699,0.8277387351839665,0.8610798620390618,68.01506181430305
182,0.9248226,0.28146416,0.5399006,0.82997197,0.5987856,0.8580365,0.8904041,70.33408880233765,0.9215321435583695,0.2877256467628614,0.5256221232116679,0.8176070666853921,0.543330130724999,0.829384612463385,0.8665672082505874,68.45384188081803
183,0.91664773,0.34678102,0.38169396,0.8337681,0.54213125,0.8383914,0.86272365,67.4591064453125,0.9222292586512887,0.2905848892037665,0.49995916300378274,0.8206561166474886,0.5527216339617415,0.8301786585324925,0.8712775372163548,68.39438938881307
184,0.92651737,0.21133852,0.5519856,0.7878469,0.45455486,0.83460635,0.8860122,66.46944880485535,0.9223919706035907,0.29232555302170016,0.5074667000465771,0.8168783861684471,0.5332180486316656,0.8341787516743954,0.8739181207560497,68.29110758432037
185,0.9174163,0.26480025,0.5516011,0.8239176,0.5180916,0.83684635,0.88602656,68.5528576374054,0.9217386922385908,0.30060870206365325,0.5180707030101254,0.8188995062264725,0.5391540379725249,0.8330122707969146,0.8752444960115843,68.6675486902838
186,0.9187544,0.33697873,0.59167516,0.8250085,0.50903255,0.8469635,0.867719,69.94474530220032,0.9210546119746783,0.30846286343703005,0.5200585509100635,0.8189922051613395,0.5308113923413487,0.83274006193403,0.8734590630859991,68.6511249834927
187,0.9157202,0.35049358,0.38507116,0.83347046,0.51653993,0.8688631,0.8681221,67.68972277641296,0.9213380007634965,0.3181472593111339,0.4869153636103701,0.8205749189996714,0.53423617105053,0.8346839838032231,0.8764002147846216,68.46137017604352
188,0.8829035,0.23679034,0.34391722,0.7913898,0.48792127,0.80922836,0.81976104,62.45588660240173,0.9164890674867303,0.31676374753982767,0.4807411540417521,0.8192095163717044,0.5224461901912335,0.8376922596095677,0.8727764513592973,68.08740552285876
189,0.92579406,0.24236436,0.43840212,0.80853575,0.5462748,0.8332071,0.80444217,65.7002866268158,0.9181995907184161,0.30127156134446204,0.48377350252563034,0.8164280341505331,0.522035523005963,0.8332237449431056,0.8626952511929439,67.68038868401506
190,0.93114376,0.34514436,0.42519888,0.83327705,0.62437373,0.8555465,0.8880807,70.03949880599976,0.9213180584031985,0.3050254654986097,0.48224520642586294,0.8162737966967389,0.5332824948683679,0.8335495327942731,0.8657647516401672,67.96370437610312
191,0.92748475,0.2836877,0.4314989,0.800324,0.4189766,0.8659204,0.82718724,65.07256627082825,0.9227977845410432,0.3059914198917924,0.48482707969704486,0.8159438373370632,0.5242919207007098,0.8380405974138523,0.8660137516014834,67.97009130261412
192,0.9154699,0.3391438,0.54190856,0.82884806,0.5618592,0.84248513,0.85477996,69.7784960269928,0.9205123455542418,0.30536793795152806,0.48447574575814023,0.8170928559739956,0.5224307215504458,0.8392162766501671,0.8630453198914526,67.88773147614245
193,0.9226447,0.2602344,0.57478905,0.80941904,0.5776713,0.84632856,0.86617064,69.38939690589905,0.9205427908169178,0.3019577218364456,0.50390928150185,0.817001901413056,0.5289760692584397,0.8381237950594527,0.8659579736413897,68.23527905039359
194,0.91339105,0.3824289,0.4908389,0.8434575,0.5694759,0.8722286,0.9039038,71.08178734779358,0.9181562422061142,0.31122094655664617,0.4945513082214599,0.8207260201694532,0.5244432669423663,0.8391615544611144,0.8721278338182078,68.29124531964803
195,0.9252026,0.24293418,0.5649562,0.8061563,0.582412,0.8262114,0.8959098,69.19689178466797,0.9188423412660196,0.3035412065041187,0.514744649426479,0.8182861379121505,0.5331623666716285,0.8371444536077982,0.8728884205882853,68.55156537109258
196,0.9254226,0.34669983,0.48186833,0.83208954,0.61534053,0.8443603,0.8682926,70.20105123519897,0.919556330686176,0.3109902393058637,0.5127318446052581,0.8205862817237141,0.5360742799930825,0.8373522259592304,0.8754085223282742,68.75285320859427
197,0.9271121,0.30731514,0.5428567,0.83011144,0.6011186,0.87312347,0.8256082,70.10350823402405,0.9206264070631668,0.30815937984659114,0.5202924977832522,0.8199235770448929,0.5394839167053699,0.8386630887928423,0.8729643937201232,68.85876087080341
198,0.9068957,0.28804544,0.5091234,0.81744003,0.52885187,0.86889756,0.8556361,68.21271181106567,0.9185560601888171,0.317059769636125,0.522669088151993,0.8218665627267887,0.5357803965529964,0.8408429181813655,0.8784803804551634,69.07507394133214
199,0.91702884,0.31557834,0.46532127,0.80714226,0.4726761,0.8137711,0.87449056,66.6572630405426,0.9193624707213766,0.31531180179517915,0.5120952769927222,0.8201871923341453,0.532809898633613,0.8384387991080391,0.8766667346541241,68.78388820341713
200,0.9054085,0.3321231,0.48843122,0.82392526,0.4650245,0.8448541,0.87676597,67.66475439071655,0.9175278037484709,0.3214304018173215,0.5075427562914488,0.8215809213002865,0.5310583812527858,0.8363883723954137,0.8750998556153727,68.72326417744429
201,0.9182936,0.17551553,0.49387297,0.80582386,0.5588786,0.8562316,0.87160516,66.86030626296997,0.916633960140438,0.3008307990583707,0.5152937994821667,0.8194867483135078,0.5265253175415229,0.8367868569966699,0.8723830911059219,68.39915103769425
202,0.9088919,0.25985458,0.45256567,0.8174966,0.53023565,0.8462749,0.9000136,67.36189126968384,0.9145439972803527,0.29478790434397856,0.5107529647214125,0.8180361608918854,0.5261727874820384,0.8373341054561092,0.8731726368809094,68.21143652938123
203,0.9118971,0.35347354,0.49940056,0.8231475,0.4808798,0.88090765,0.8126092,68.0330753326416,0.9154061599742802,0.3013298367023455,0.5025186346102802,0.817492707140492,0.5204079556568709,0.8393503293321697,0.8674803218196488,68.05694207480126
204,0.88355124,0.24919523,0.43021592,0.79898506,0.45587468,0.8197553,0.7867041,63.204020261764526,0.9097009584925285,0.29462288840462963,0.5044595194666895,0.8157805037762071,0.5069420261580451,0.8364933637982201,0.8556718841990085,67.48101634707612
205,0.92454463,0.32254884,0.37777498,0.82091075,0.543994,0.8731643,0.8605828,67.47885942459106,0.9137182651628248,0.3070776253044047,0.4972837962929522,0.8189610627031824,0.5145376165454494,0.8402070004248429,0.8709863724409542,68.03959626963729
206,0.9149533,0.22086215,0.4365732,0.8148944,0.5349695,0.8657418,0.8614225,66.42023921012878,0.9137717566645098,0.2936953653316268,0.5001168298732807,0.8177279485535142,0.5188901771670281,0.8386636125911858,0.8684347586596743,67.875720697726
207,0.9338425,0.18935485,0.53078896,0.79941076,0.50941515,0.85549986,0.88045925,67.12530851364136,0.9177454803623163,0.28218354444225446,0.5032209607304065,0.8151516748372749,0.5220670414421212,0.8409284429993034,0.8644464540357227,67.79633712641998
208,0.9081447,0.24752879,0.49294972,0.80925834,0.4351254,0.8357753,0.8592093,65.54273962974548,0.9186950357603026,0.27949127737289275,0.5221737618305757,0.8146931773367014,0.5164847909084739,0.8408439708526253,0.8672931738404127,67.99535982717121
209,0.91114795,0.35114092,0.5405376,0.8250481,0.4655769,0.8474501,0.86961854,68.7217116355896,0.9193774146442942,0.28472136678017484,0.5228405325286708,0.8160206472916611,0.5144431651552774,0.8412837255912564,0.8697577852356442,68.12063767467113
210,0.92614603,0.24965842,0.47251427,0.8086764,0.54146326,0.86206305,0.8847371,67.78940558433533,0.9191902593547552,0.2883501059447229,0.5207296116368575,0.8157608497563474,0.5181152773263616,0.8394052054547594,0.8690117964822338,68.15090151365769
211,0.91027224,0.25272015,0.40103555,0.8095197,0.50779337,0.858616,0.8410605,65.44310450553894,0.9194423182882494,0.2863732865538767,0.5090473177859948,0.8160633506222258,0.5218402460528114,0.8411804587193894,0.8696332797118018,68.05114653906213
212,0.93056655,0.17876354,0.4059067,0.8130908,0.5987426,0.85900384,0.83485097,66.0132110118866,0.9206264076350387,0.26729831714460456,0.508385285475651,0.8147080421402403,0.5298647704541389,0.8401745407910225,0.8673016833516141,67.83370067131872
213,0.9133605,0.22920758,0.37336025,0.81617564,0.546603,0.847352,0.8324594,65.12169241905212,0.9191295160678961,0.26067374357812334,0.5005683300402011,0.8141778932559277,0.5298097402281774,0.8404889610143536,0.8632627939833651,67.54444254525778
214,0.927885,0.31266913,0.45622292,0.81565213,0.5604228,0.844096,0.8786011,68.5078501701355,0.9200456498230452,0.267838188311574,0.5041408371645547,0.8148250779747258,0.5315770002634417,0.8436330875567316,0.864600056403031,67.80942710710148
