epochs steps out_loss offset_loss train_accuracy time
9 7 0.536 2.117 0.788 296.777
9 8 0.160 2.518 0.947 296.991
9 9 0.226 2.329 0.897 297.313
9 10 0.192 2.156 0.945 297.614
9 11 0.167 2.653 0.936 298.033
9 12 0.117 2.707 0.961 298.433
9 13 0.134 2.862 0.951 298.827
9 14 0.136 2.658 0.953 299.184
9 15 0.126 2.383 0.952 299.404
9 16 0.135 2.575 0.945 299.670
9 17 0.240 2.149 0.923 299.949
9 18 0.320 2.387 0.867 300.221
9 19 0.047 3.133 0.989 300.577
9 20 0.221 2.392 0.916 300.856
9 21 0.150 2.774 0.938 301.240
9 22 0.130 2.842 0.946 301.569
9 23 0.224 3.065 0.904 301.948
9 24 0.278 2.673 0.888 302.149
9 25 0.181 2.775 0.927 302.520
9 26 0.123 2.827 0.954 302.907
9 27 0.222 2.645 0.902 303.255
9 28 0.154 2.669 0.933 303.594
9 29 0.283 2.327 0.886 303.852
9 30 0.273 1.890 0.906 304.053
9 31 0.155 2.243 0.941 304.326
9 32 0.174 2.782 0.930 304.626
9 33 0.469 2.160 0.815 304.852
9 34 0.112 2.592 0.956 305.102
9 35 0.218 2.567 0.916 305.318
9 36 0.259 2.519 0.890 305.630
9 37 0.250 1.971 0.913 305.845
9 38 0.316 2.023 0.872 306.059
9 39 0.163 2.930 0.939 306.460
9 40 0.103 2.927 0.962 306.823
9 41 0.236 2.725 0.895 307.034
9 42 0.291 2.292 0.875 307.290
9 43 0.188 2.649 0.918 307.615
9 44 0.160 2.061 0.954 307.841
9 45 0.133 2.752 0.950 308.207
9 46 0.259 2.268 0.877 308.463
9 47 0.304 3.379 0.911 308.904
9 48 0.259 4.232 0.923 309.331
9 49 0.170 2.727 0.926 309.633
9 50 0.164 2.602 0.933 309.939
9 51 0.230 2.273 0.910 310.239
9 52 0.271 2.584 0.885 310.556
9 53 0.112 2.727 0.953 310.892
9 54 0.058 3.065 0.982 311.301
9 55 0.169 2.531 0.940 311.575
9 56 0.120 2.652 0.955 311.915
9 57 0.244 2.465 0.904 312.196
9 58 0.059 3.122 0.988 312.509
9 59 0.339 2.431 0.867 312.726
9 60 0.166 2.552 0.947 312.989
9 61 0.141 2.658 0.944 313.353
9 62 0.187 1.948 0.930 313.568
9 63 0.157 2.911 0.938 313.958
9 64 0.169 3.094 0.935 314.295
9 65 0.171 2.712 0.935 314.631
9 66 0.666 2.630 0.794 314.839
9 67 0.131 2.663 0.952 315.190
9 68 0.158 2.888 0.944 315.508
9 69 0.215 2.437 0.912 315.797
9 70 0.162 2.121 0.948 315.983
9 71 0.132 3.136 0.952 316.335
9 72 0.312 2.028 0.875 316.564
9 73 0.149 3.088 0.940 316.963
9 74 0.148 2.458 0.938 317.270
10 0 0.236 2.784 0.902 323.956
10 1 0.109 2.543 0.960 326.940
10 2 0.367 2.932 0.875 327.227
10 3 0.153 2.721 0.942 327.592
10 4 0.158 2.710 0.936 327.954
10 5 0.229 2.301 0.914 328.313
10 6 0.199 2.705 0.917 328.656
10 7 0.121 2.657 0.954 329.003
10 8 0.280 2.313 0.891 329.339
10 9 0.182 2.898 0.929 329.732
10 10 0.069 3.223 0.976 330.175
10 11 0.242 2.741 0.915 330.513
10 12 0.162 3.261 0.942 330.803
10 13 0.179 2.594 0.927 331.117
10 14 0.173 2.256 0.929 331.377
10 15 0.273 2.162 0.889 331.612
10 16 0.200 1.891 0.937 331.814
10 17 0.093 2.763 0.967 332.170
10 18 0.173 3.172 0.929 332.483
10 19 0.197 2.260 0.925 332.733
10 20 0.205 2.516 0.923 333.038
10 21 0.061 3.138 0.984 333.433
10 22 0.131 2.993 0.952 333.774
10 23 0.225 2.781 0.903 334.123
10 24 0.258 2.132 0.896 334.397
10 25 0.170 2.711 0.929 334.748
10 26 0.193 2.719 0.917 335.109
10 27 0.156 2.692 0.938 335.458
10 28 0.181 1.960 0.942 335.659
10 29 0.132 2.734 0.950 335.984
10 30 0.281 2.352 0.912 336.192
10 31 0.166 2.610 0.935 336.480
10 32 0.245 2.265 0.914 336.727
10 33 0.181 2.485 0.926 336.967
10 34 0.184 2.952 0.915 337.315
10 35 0.218 3.359 0.917 337.624
10 36 0.184 1.976 0.930 337.844
10 37 0.139 2.070 0.960 337.989
10 38 0.148 2.711 0.945 338.338
10 39 0.168 3.124 0.927 338.788
10 40 0.151 2.733 0.941 339.144
10 41 0.135 2.508 0.949 339.465
10 42 0.199 2.642 0.911 339.856
10 43 0.434 2.015 0.840 340.110
10 44 0.148 2.833 0.938 340.390
10 45 0.296 3.145 0.877 340.576
10 46 0.192 2.556 0.914 340.805
10 47 0.177 2.743 0.927 341.164
10 48 0.297 2.370 0.874 341.439
10 49 0.383 2.391 0.849 341.743
10 50 0.303 2.568 0.880 342.070
10 51 0.091 3.053 0.965 342.458
10 52 0.392 2.497 0.839 342.755
10 53 0.335 2.394 0.866 342.968
10 54 0.163 2.740 0.932 343.313
10 55 0.150 2.954 0.935 343.655
10 56 0.164 2.522 0.950 343.923
10 57 0.131 2.637 0.946 344.295
10 58 0.168 3.331 0.930 344.683
10 59 0.291 2.410 0.870 344.993
10 60 0.188 2.271 0.934 345.261
10 61 0.126 2.939 0.950 345.648
10 62 0.225 2.236 0.902 345.908
10 63 0.175 2.472 0.929 346.188
10 64 0.284 2.413 0.902 346.381
10 65 0.135 2.611 0.946 346.688
10 66 0.157 2.569 0.934 347.035
10 67 0.212 2.592 0.912 347.347
10 68 0.134 1.849 0.957 347.539
10 69 0.151 2.632 0.942 347.854
10 70 0.277 3.276 0.938 348.116
10 71 0.213 2.104 0.914 348.368
10 72 0.158 2.120 0.947 348.599
10 73 0.094 3.037 0.963 348.922
10 74 0.135 2.705 0.946 349.309
11 0 0.143 2.641 0.950 354.830
11 1 0.160 2.750 0.929 359.200
11 2 0.153 2.370 0.943 359.495
11 3 0.228 3.236 0.950 359.938
11 4 0.191 2.767 0.913 360.293
11 5 0.184 2.205 0.928 360.595
11 6 0.231 2.355 0.904 360.914
11 7 0.063 3.077 0.980 361.301
11 8 0.217 1.772 0.921 361.526
11 9 0.392 2.636 0.821 361.712
11 10 0.151 2.933 0.938 362.083
11 11 0.158 2.659 0.933 362.443
11 12 0.175 2.611 0.932 362.790
11 13 0.139 2.842 0.944 363.110
11 14 0.203 2.278 0.928 363.371
11 15 0.293 2.227 0.895 363.620
11 16 0.126 2.869 0.945 363.983
11 17 0.227 2.544 0.912 364.329
11 18 0.307 2.904 0.873 364.586
11 19 0.115 3.320 0.953 364.930
11 20 0.134 2.955 0.946 365.366
11 21 0.125 2.457 0.954 365.665
11 22 0.161 2.477 0.932 365.975
11 23 0.378 2.426 0.868 366.173
11 24 0.199 2.498 0.908 366.449
11 25 0.210 1.855 0.920 366.649
11 26 0.278 2.569 0.876 366.836
11 27 0.203 2.565 0.918 367.116
11 28 0.145 2.292 0.946 367.374
11 29 0.259 2.269 0.888 367.628
11 30 0.119 2.943 0.952 368.015
11 31 0.245 2.237 0.906 368.232
11 32 0.126 2.700 0.946 368.549
11 33 0.144 2.714 0.943 368.924
11 34 0.129 2.669 0.949 369.237
11 35 0.128 2.682 0.959 369.570
11 36 0.494 2.051 0.807 369.791
11 37 0.125 2.769 0.954 370.154
11 38 0.143 2.705 0.944 370.507
11 39 0.119 2.475 0.951 370.812
11 40 0.170 2.799 0.931 371.122
11 41 0.133 2.534 0.939 371.353
11 42 0.117 2.570 0.955 371.669
11 43 0.204 3.688 0.938 372.057
11 44 0.202 2.645 0.917 372.426
11 45 0.213 1.944 0.909 372.684
11 46 0.164 2.683 0.942 372.999
11 47 0.166 2.849 0.927 373.328
11 48 0.112 2.513 0.950 373.583
11 49 0.148 2.955 0.942 373.878
11 50 0.330 2.306 0.842 374.136
11 51 0.175 2.484 0.918 374.432
11 52 0.152 2.657 0.930 374.781
11 53 0.204 2.685 0.908 375.057
11 54 0.148 3.215 0.968 375.454
11 55 0.171 2.797 0.935 375.764
11 56 0.229 2.372 0.904 376.033
11 57 0.135 2.806 0.948 376.364
11 58 0.325 2.177 0.892 376.584
11 59 0.235 2.549 0.892 376.873
11 60 0.111 2.760 0.959 377.215
11 61 0.226 2.302 0.906 377.499
11 62 0.077 3.083 0.983 377.886
11 63 0.169 2.794 0.925 378.199
11 64 0.121 3.014 0.943 378.551
11 65 0.178 2.589 0.921 378.845
11 66 0.170 1.827 0.937 379.064
11 67 0.140 2.697 0.946 379.431
11 68 0.173 2.668 0.933 379.783
11 69 0.355 2.006 0.862 380.001
11 70 0.116 2.882 0.953 380.202
11 71 0.142 3.032 0.942 380.567
11 72 0.139 2.808 0.934 380.906
11 73 0.206 1.912 0.928 381.155
11 74 0.090 3.531 0.965 381.521
12 0 0.149 2.146 0.949 388.139
12 1 0.160 3.471 0.959 389.629
12 2 0.174 2.588 0.934 391.579
12 3 0.163 2.239 0.930 391.873
12 4 0.214 2.586 0.912 392.214
12 5 0.163 2.247 0.947 392.433
12 6 0.147 2.663 0.945 392.879
12 7 0.153 2.173 0.930 393.134
12 8 0.155 1.961 0.952 393.348
12 9 0.176 2.639 0.920 393.702
12 10 0.130 2.643 0.953 394.014
12 11 0.153 4.115 0.948 394.469
12 12 0.174 2.116 0.930 394.744
12 13 0.131 2.634 0.947 395.091
12 14 0.123 2.813 0.947 395.531
12 15 0.117 2.416 0.964 395.758
12 16 0.196 2.621 0.920 396.103
12 17 0.140 2.803 0.952 396.408
12 18 0.153 2.088 0.945 396.675
12 19 0.406 2.140 0.846 396.839
12 20 0.206 2.953 0.910 397.196
12 21 0.190 1.980 0.936 397.412
12 22 0.099 2.708 0.966 397.722
12 23 0.169 2.040 0.946 397.953
12 24 0.132 2.389 0.952 398.225
12 25 0.185 2.331 0.926 398.479
12 26 0.147 2.743 0.942 398.782
12 27 0.178 1.812 0.943 398.987
12 28 0.174 2.730 0.931 399.317
12 29 0.144 2.615 0.939 399.646
12 30 0.135 2.798 0.948 400.027
12 31 0.083 2.481 0.973 400.242
12 32 0.144 2.123 0.948 400.455
12 33 0.190 2.244 0.936 400.720
12 34 0.177 2.196 0.930 400.978
12 35 0.202 2.276 0.926 401.235
12 36 0.122 2.812 0.955 401.583
12 37 0.313 2.472 0.849 401.838
12 38 0.065 3.277 0.986 402.268
12 39 0.126 2.999 0.952 402.632
12 40 0.106 2.749 0.963 403.024
12 41 0.116 2.734 0.955 403.389
12 42 0.207 2.640 0.918 403.699
12 43 0.211 2.106 0.930 404.008
12 44 0.121 2.745 0.954 404.344
12 45 0.131 2.693 0.945 404.675
12 46 0.167 2.732 0.930 404.994
12 47 0.148 2.296 0.957 405.229
12 48 0.180 2.635 0.923 405.597
12 49 0.119 2.609 0.950 405.921
12 50 0.104 2.618 0.962 406.272
12 51 0.195 2.680 0.925 406.648
12 52 0.114 2.689 0.955 406.951
12 53 0.136 2.751 0.943 407.298
12 54 0.188 1.923 0.923 407.525
12 55 0.180 1.852 0.936 407.743
12 56 0.138 2.188 0.949 407.981
12 57 0.087 3.291 0.966 408.373
12 58 0.131 2.060 0.955 408.632
12 59 0.106 2.713 0.958 408.990
12 60 0.141 2.684 0.945 409.334
12 61 0.278 2.128 0.890 409.590
12 62 0.177 2.168 0.935 409.899
12 63 0.127 2.803 0.951 410.196
12 64 0.165 2.676 0.931 410.511
12 65 0.164 2.519 0.933 410.742
12 66 0.114 2.757 0.954 411.111
12 67 0.188 1.935 0.941 411.335
12 68 0.199 2.451 0.918 411.577
12 69 0.134 2.816 0.947 411.961
12 70 0.207 2.124 0.916 412.257
12 71 0.138 2.658 0.940 412.615
12 72 0.314 2.503 0.861 412.856
12 73 0.254 3.057 0.901 413.116
12 74 0.161 2.557 0.942 413.393
13 0 0.179 2.066 0.932 419.554
13 1 0.128 2.726 0.947 423.653
13 2 0.040 3.073 0.995 424.087
13 3 0.170 2.351 0.923 424.370
13 4 0.194 2.839 0.917 424.752
13 5 0.139 2.250 0.939 424.995
13 6 0.150 2.258 0.935 425.220
13 7 0.196 3.114 0.931 425.439
13 8 0.152 2.661 0.934 425.755
13 9 0.151 1.958 0.945 425.986
13 10 0.141 2.667 0.940 426.295
13 11 0.239 2.376 0.898 426.527
13 12 0.209 1.947 0.924 426.731
13 13 0.118 2.746 0.955 427.056
13 14 0.086 2.857 0.967 427.440
13 15 0.134 2.412 0.953 427.681
13 16 0.113 2.704 0.960 428.048
13 17 0.177 2.175 0.935 428.288
13 18 0.144 2.706 0.946 428.655
13 19 0.199 2.254 0.914 428.945
13 20 0.126 2.717 0.951 429.308
13 21 0.164 2.358 0.939 429.616
13 22 0.120 3.028 0.952 429.998
13 23 0.159 1.923 0.944 430.226
13 24 0.157 2.235 0.945 430.468
13 25 0.160 2.693 0.930 430.819
13 26 0.169 2.789 0.935 431.096
13 27 0.236 3.028 0.914 431.294
13 28 0.168 1.882 0.938 431.488
13 29 0.109 2.658 0.959 431.798
13 30 0.091 2.673 0.963 432.117
13 31 0.432 2.026 0.814 432.330
13 32 0.129 2.329 0.949 432.515
13 33 0.200 3.167 0.943 432.882
13 34 0.125 2.582 0.950 433.224
13 35 0.163 2.483 0.937 433.518
13 36 0.150 2.505 0.940 433.817
13 37 0.123 2.934 0.954 434.241
13 38 0.130 2.672 0.951 434.576
13 39 0.180 2.765 0.919 434.955
13 40 0.113 2.684 0.952 435.294
13 41 0.155 2.533 0.931 435.583
13 42 0.422 2.147 0.833 435.789
13 43 0.134 2.012 0.942 435.945
13 44 0.168 2.205 0.937 436.177
13 45 0.189 1.853 0.929 436.416
13 46 0.140 2.834 0.950 436.792
13 47 0.133 2.517 0.946 437.135
13 48 0.111 2.663 0.959 437.499
13 49 0.083 2.912 0.974 437.755
13 50 0.141 2.794 0.945 438.165
13 51 0.143 2.800 0.947 438.526
13 52 0.226 2.080 0.918 438.777
13 53 0.177 2.693 0.922 439.048
13 54 0.277 2.419 0.886 439.312
13 55 0.160 2.705 0.940 439.706
13 56 0.248 1.971 0.906 439.957
13 57 0.125 2.871 0.946 440.315
13 58 0.114 2.555 0.957 440.700
13 59 0.376 2.109 0.848 440.886
13 60 0.270 4.638 0.906 441.133
13 61 0.154 2.041 0.934 441.325
13 62 0.243 2.176 0.920 441.555
13 63 0.101 2.604 0.961 441.904
13 64 0.179 1.804 0.939 442.126
13 65 0.143 2.745 0.934 442.500
13 66 0.150 2.301 0.938 442.750
13 67 0.136 2.314 0.968 443.010
13 68 0.139 2.580 0.944 443.323
13 69 0.184 2.296 0.938 443.571
13 70 0.204 1.913 0.928 443.763
13 71 0.126 3.045 0.948 444.142
13 72 0.110 2.678 0.955 444.522
13 73 0.165 2.345 0.938 444.815
13 74 0.095 2.799 0.966 445.115
